CompId,cid
8181,5407
8181,3895
8181,1938
8181,30505
8182,15656
8182,19601
8182,21004
8183,3259
8183,7330
8183,1251
8183,12089
8183,14468
8183,21246
8184,20488
8184,14734
8185,17243
8185,465
8185,14941
8185,8569
8185,35926
8185,21478
8185,23117
8185,27690
8185,23405
8185,20768
8185,30877
8185,5822
8185,1097
8186,12526
8186,28500
8186,18646
8186,7946
8186,28458
8186,13232
8186,16407
8186,14166
8187,21478
8187,28864
8187,23117
8187,1733
8187,27837
8187,1983
8187,465
8187,23602
8187,21183
8187,23863
8187,12801
8187,19467
8187,32293
8187,14941
8187,23405
8187,6923
8187,35926
8187,1359
8188,22014
8188,35077
8188,33365
8188,4075
8188,20588
8188,23457
8188,16189
8188,31369
8188,11284
8188,7946
8189,27837
8189,6923
8190,16594
8190,10982
8190,18617
8190,33769
8190,11407
8190,35584
8191,20147
8191,20928
8191,7628
8192,13495
8192,10584
8192,17362
8193,6812
8193,465
8193,30877
8194,12401
8195,2268
8195,34573
8195,35215
8196,459
8196,4422
8196,8623
8196,10419
8197,35926
8197,9263
8197,27112
8197,10419
8197,23110
8198,12150
8198,20113
8198,5550
8198,13786
8198,278
8198,1154
8199,26890
8199,35175
8199,6891
8199,23998
8199,10419
8200,20113
8200,278
8200,12150
8200,1154
8200,5550
8200,13786
8201,32319
8201,28458
8201,8731
8201,23249
8201,30431
8201,27837
8201,28526
8201,27690
8201,30505
8202,7464
8202,5412
8202,18210
8202,12919
8202,19911
8202,5279
8202,34377
8202,32681
8202,19586
8202,4475
8203,9263
8203,27837
8204,23876
8204,10374
8204,18237
8204,1460
8204,30025
8204,4362
8205,28834
8205,6812
8205,459
8205,29627
8206,1359
8206,35652
8206,21478
8206,28864
8206,20113
8206,12801
8206,14941
8206,7210
8206,8569
8206,10864
8206,34999
8207,26890
8207,459
8207,16380
8207,30431
8207,27837
8208,3555
8208,5460
8208,33944
8208,23117
8208,18082
8208,25615
8208,30650
8208,528
8209,19780
8209,12700
8210,2956
8210,2306
8210,13866
8210,31039
8210,11612
8210,10780
8210,16083
8210,12087
8210,18144
8211,24485
8212,16189
8213,23998
8214,32501
8214,31688
8215,19573
8216,6990
8216,5435
8216,9186
8216,25931
8217,28500
8217,28592
8217,9460
8217,10268
8217,15315
8217,14785
8217,2195
8217,27271
8218,19469
8218,20012
8219,17751
8219,26422
8219,1225
8219,30431
8219,28500
8219,12429
8219,2428
8220,5407
8220,10747
8220,31837
8220,27690
8220,26890
8220,30505
8221,10419
8221,16189
8221,6891
8222,30212
8223,5407
8224,2410
8224,30505
8224,1983
8224,1733
8224,17265
8224,1027
8224,23117
8225,6497
8225,10435
8225,11686
8225,27690
8225,12347
8225,30505
8225,27837
8225,26890
8225,2410
8226,278
8226,13500
8226,29871
8227,5401
8227,30565
8227,21961
8227,27346
8227,11288
8227,20113
8227,29110
8227,13311
8227,3270
8227,2957
8227,1154
8227,7262
8227,18427
8227,35652
8227,17961
8227,22048
8228,18029
8228,1154
8228,27837
8228,31369
8228,30431
8228,30505
8228,6812
8228,459
8228,23570
8229,19498
8229,19734
8229,30395
8229,18215
8229,30025
8229,17940
8229,6798
8229,35077
8229,12658
8229,10419
8229,22819
8230,22923
8230,35090
8230,14963
8230,32354
8230,14710
8230,6541
8230,13786
8230,27690
8230,29315
8230,28834
8230,19780
8230,6812
8230,10978
8230,32708
8231,1251
8231,22014
8231,31369
8232,16041
8232,7314
8232,6812
8232,9151
8233,14564
8233,23828
8233,6665
8233,1380
8233,21338
8234,6812
8235,9396
8235,19279
8235,12801
8235,8940
8235,23405
8236,5112
8236,28500
8236,9772
8236,27017
8236,34256
8236,6541
8236,22399
8236,12031
8236,1564
8236,12919
8236,2435
8236,170
8236,193
8236,9537
8237,35090
8237,31369
8237,16380
8237,27346
8237,1251
8237,30843
8237,29160
8237,10080
8237,20509
8237,26693
8237,34007
8237,19911
8237,13232
8237,22014
8238,13678
8238,28484
8238,16386
8238,31369
8238,3009
8238,4923
8238,28443
8238,7209
8238,34752
8238,15890
8238,7330
8238,1154
8238,1251
8238,29092
8238,13380
8239,34533
8240,12244
8240,28712
8240,33818
8240,10857
8240,16238
8240,34588
8240,3236
8240,5123
8240,32087
8240,34040
8241,14962
8242,18128
8242,30025
8242,5963
8243,33893
8244,10614
8244,21756
8244,12725
8244,11305
8244,32555
8244,35134
8244,26773
8245,22
8246,11371
8246,18427
8246,26718
8247,867
8247,7402
8247,20732
8247,4452
8247,26895
8247,9880
8247,24034
8247,14937
8247,25405
8248,14941
8249,17265
8249,26848
8249,1995
8249,1733
8250,25931
8251,28509
8251,35405
8251,31944
8252,10414
8252,24695
8252,35680
8252,6060
8252,29500
8252,302
8252,26882
8252,6467
8252,21687
8252,6317
8252,10515
8253,28709
8253,6175
8254,21478
8254,6923
8254,23117
8254,24549
8254,4792
8254,30877
8254,14941
8254,12801
8255,27690
8255,8925
8256,4985
8256,16189
8256,7074
8256,31369
8256,1786
8256,35096
8256,27877
8256,6541
8257,2780
8258,12526
8258,9095
8258,26422
8258,28458
8258,14315
8258,12244
8258,17311
8258,13786
8258,30025
8258,27839
8259,15173
8259,30877
8259,4362
8259,1460
8259,35926
8259,8144
8259,3330
8259,12192
8259,739
8259,19398
8259,21739
8259,5407
8260,31907
8260,2851
8260,7444
8261,29093
8261,11686
8261,18029
8261,27837
8261,459
8261,5646
8261,1154
8261,35926
8261,27690
8261,12347
8262,34519
8262,30207
8262,8470
8262,14934
8262,26693
8262,30025
8262,1733
8262,31369
8263,16776
8264,10661
8264,6677
8264,1555
8264,7314
8264,18155
8264,1223
8264,1067
8264,5717
8264,35914
8265,14161
8266,21766
8266,8498
8267,2747
8267,14103
8267,5980
8267,32921
8268,28968
8268,21344
8269,23117
8269,4364
8269,1983
8270,6798
8270,30025
8270,28500
8270,32971
8270,29536
8270,30297
8270,20906
8270,23945
8270,5404
8270,24380
8270,23960
8270,23457
8271,7071
8271,6990
8271,2410
8271,12347
8272,13717
8272,31462
8272,6175
8272,29689
8272,27839
8272,2268
8272,31078
8272,12635
8273,30419
8273,28928
8274,30505
8275,26848
8275,13366
8275,20878
8275,8165
8275,9867
8275,14561
8275,15873
8276,22891
8276,27690
8276,11831
8276,28834
8276,6541
8276,29315
8276,27940
8276,17928
8277,4792
8277,9263
8277,7210
8277,30118
8277,21478
8277,23117
8277,26890
8277,459
8277,35926
8277,28864
8278,6660
8278,6505
8278,10310
8278,27953
8278,257
8278,17936
8278,34405
8278,4174
8278,34411
8278,31475
8279,12801
8279,21478
8279,23117
8280,31078
8280,9255
8280,19498
8280,23533
8280,12010
8280,17311
8280,28788
8280,9095
8280,6334
8280,24729
8280,13501
8280,25446
8280,32826
8280,11563
8280,5910
8280,3078
8281,11454
8281,6923
8281,23405
8281,12801
8281,14941
8281,459
8282,9263
8283,6812
8283,17463
8283,27091
8283,31838
8284,11686
8285,2268
8285,3259
8285,23117
8285,16189
8285,6175
8285,9013
8285,17808
8285,27839
8285,10817
8285,4323
8285,35077
8285,19339
8285,10667
8286,14136
8286,23249
8286,10439
8286,2933
8287,19911
8288,9263
8288,35926
8288,3953
8288,27690
8288,6812
8288,27837
8288,18029
8288,7601
8288,142
8288,30753
8288,30505
8289,23117
8289,14941
8289,18029
8290,8569
8290,9263
8290,8495
8290,7210
8290,14941
8290,1983
8290,17243
8290,8148
8291,17393
8291,32513
8291,7071
8291,27837
8291,17219
8291,7670
8292,12700
8293,3533
8293,18530
8293,1925
8294,30877
8295,26214
8296,4792
8296,7210
8296,32672
8296,8092
8296,28385
8296,1036
8297,20030
8297,3091
8298,1411
8298,30596
8298,27727
8299,2317
8299,4044
8300,9038
8300,1411
8300,15257
8300,8820
8300,4023
8300,15916
8300,20745
8300,18458
8300,27727
8300,17311
8300,9263
8300,13453
8301,4044
8301,9263
8301,13016
8301,8834
8301,23940
8301,4400
8301,24362
8301,7220
8302,30505
8302,1329
8302,459
8302,12526
8302,12347
8303,22850
8304,12347
8304,1733
8304,30505
8304,1625
8304,17265
8304,10747
8305,10042
8305,13985
8305,15503
8305,20768
8305,17265
8305,22891
8305,6541
8306,20464
8306,27773
8306,16519
8307,28946
8307,25663
8307,31383
8307,33476
8308,35617
8308,26642
8308,4140
8308,6094
8309,23117
8309,1625
8309,21478
8309,30212
8309,28385
8309,31080
8310,7620
8310,2211
8310,3953
8311,10747
8311,30505
8312,35921
8312,6812
8312,7601
8312,27690
8312,35926
8312,459
8312,14585
8312,28968
8313,3026
8314,33376
8314,18600
8314,31991
8315,20258
8316,23117
8316,1983
8317,4442
8317,15234
8317,33086
8317,11846
8317,9646
8317,18646
8317,3200
8317,17311
8318,1983
8318,1733
8318,20326
8319,23936
8319,11457
8320,27837
8320,9263
8320,35926
8320,8144
8320,27690
8320,23025
8321,21344
8322,23117
8322,1733
8322,21478
8322,7210
8322,17265
8322,1983
8323,17961
8323,35576
8323,12545
8324,25931
8324,31837
8324,30800
8324,8108
8324,7210
8325,5034
8325,17081
8325,30352
8326,12768
8326,14941
8327,33502
8327,12326
8327,21985
8327,6990
8327,29098
8327,30253
8327,11426
8327,14079
8327,33756
8328,22165
8328,28083
8328,23605
8328,3930
8328,16340
8329,23597
8329,9263
8329,12401
8329,27284
8329,21415
8329,33122
8329,20279
8329,12535
8329,24088
8329,2410
8330,14615
8330,32844
8330,2141
8330,35935
8330,12264
8330,20519
8331,23860
8331,15503
8331,6541
8331,17265
8331,20768
8331,22891
8331,13985
8331,10042
8331,30054
8332,6038
8332,16900
8332,29622
8332,33349
8332,18745
8332,24193
8333,8144
8333,1983
8333,26890
8333,23117
8334,5900
8335,1679
8335,17825
8335,8878
8335,29627
8335,35400
8335,8144
8336,20409
8336,26955
8336,12055
8337,1733
8337,22
8337,23117
8337,8569
8337,1625
8337,30212
8338,16189
8338,19911
8338,27430
8338,35225
8338,26840
8339,22939
8339,1346
8339,10246
8339,15744
8339,35396
8339,8663
8340,31132
8340,9263
8340,9409
8340,1932
8340,29627
8340,35926
8340,32336
8340,27837
8340,26718
8340,17147
8341,15626
8341,459
8341,13786
8341,23025
8342,7210
8342,12347
8342,1667
8342,23117
8343,14932
8343,411
8343,35926
8343,9112
8343,5407
8344,35926
8344,19780
8344,28834
8344,30431
8344,30505
8345,7347
8345,10381
8345,22430
8346,31369
8346,9384
8346,26244
8347,678
8347,30440
8347,30862
8348,20731
8348,18172
8348,32480
8348,7601
8348,13354
8348,10156
8348,1667
8348,30505
8349,13327
8349,22330
8349,26376
8349,459
8349,1251
8349,31369
8349,26890
8349,22891
8349,1097
8349,34752
8349,5235
8349,31341
8349,18540
8350,20244
8350,2786
8350,25478
8350,10489
8350,30434
8350,27607
8350,30370
8350,4362
8350,26890
8350,29627
8350,14941
8350,18029
8350,8144
8350,459
8350,1637
8350,8495
8350,8506
8350,6908
8350,30505
8351,435
8351,21344
8352,15844
8352,16823
8352,225
8353,33810
8353,31402
8354,24426
8354,6134
8354,31944
8355,7071
8355,8144
8355,35926
8356,12801
8357,6812
8358,21606
8358,27537
8358,16925
8358,23398
8358,116
8359,12347
8359,35926
8359,30505
8359,28968
8359,27837
8360,10419
8360,34752
8360,6891
8361,26890
8361,10419
8362,15549
8363,11068
8363,16086
8363,10421
8363,9095
8364,7123
8364,9263
8364,7912
8365,29627
8366,1938
8366,27690
8366,26890
8367,30431
8367,23037
8368,33893
8368,1733
8368,27837
8369,17967
8369,28968
8369,26890
8370,10799
8370,29349
8370,9808
8370,32028
8370,30649
8370,11522
8371,16194
8371,28700
8371,7210
8371,8655
8371,31360
8371,21478
8371,20555
8372,9178
8372,22891
8373,12347
8373,23117
8374,31369
8374,1251
8375,8144
8375,9263
8376,7655
8376,13678
8376,1251
8376,31369
8376,34752
8376,7330
8377,33378
8378,24057
8378,24725
8378,23359
8378,12317
8379,20955
8379,34733
8379,5654
8379,5341
8380,16792
8380,1460
8380,19780
8380,28458
8381,27837
8381,7210
8382,32528
8383,6622
8383,22312
8384,12801
8384,14941
8384,18029
8384,23117
8384,1983
8385,26347
8385,6975
8385,12061
8386,6812
8386,33502
8387,28322
8387,11925
8387,21314
8387,25071
8387,31078
8387,21144
8387,22871
8387,14315
8387,12526
8387,14166
8387,15960
8388,9263
8388,30118
8389,7355
8389,2800
8389,15604
8389,15335
8389,14315
8389,12700
8389,35926
8389,3953
8390,26585
8390,9263
8391,8144
8392,3028
8392,6703
8392,32098
8392,31506
8393,12801
8394,21478
8394,26890
8394,29092
8394,8144
8394,22891
8394,7903
8395,12801
8395,14941
8396,35081
8397,8495
8397,9263
8398,12150
8398,7682
8398,11914
8398,20704
8399,26890
8399,11686
8399,29627
8399,459
8400,14319
8400,29292
8400,29605
8400,4129
8400,5608
8400,13550
8401,27538
8401,9263
8402,10747
8402,27837
8402,30505
8403,18297
8403,14951
8403,2641
8403,35504
8403,28458
8403,6798
8403,27017
8403,6541
8404,24129
8404,12401
8404,6677
8404,5857
8404,34682
8404,27690
8404,10419
8404,33228
8404,27430
8404,28828
8404,33620
8404,4562
8404,16592
8405,8144
8405,26890
8406,13983
8406,3476
8406,11634
8406,6891
8406,4792
8406,27837
8406,23117
8407,14038
8407,35706
8407,20331
8407,18477
8407,22431
8407,18320
8407,35741
8407,9263
8407,1329
8407,13501
8407,12429
8407,17311
8407,12150
8407,9095
8407,29406
8407,13786
8407,333
8408,20768
8408,5646
8409,10864
8409,12526
8409,21451
8409,25461
8409,31850
8410,1564
8410,33513
8410,12526
8410,11284
8410,8791
8410,5402
8410,24921
8410,21144
8411,6812
8412,3027
8413,10747
8413,22370
8413,30505
8413,29972
8413,5407
8413,8135
8413,9971
8413,29627
8414,9263
8415,7330
8415,7074
8415,31369
8415,23954
8415,1251
8416,6891
8416,15251
8416,23602
8416,5857
8416,33893
8416,2268
8416,26890
8416,29627
8417,11640
8417,26438
8417,7601
8417,33944
8417,26342
8417,35926
8417,459
8417,27837
8417,8380
8418,16407
8418,278
8418,3984
8418,2410
8419,14115
8419,10557
8419,20798
8419,24189
8419,33119
8419,13366
8419,4603
8419,26848
8419,23703
8419,34572
8420,12801
8421,18086
8421,22891
8422,4157
8422,23051
8422,13786
8422,14199
8423,35926
8424,3953
8425,14714
8425,4128
8425,11503
8425,9789
8426,8623
8426,35528
8426,12055
8426,23957
8426,35582
8426,17219
8426,7210
8426,23815
8426,12347
8427,18750
8427,16072
8427,5607
8427,9636
8427,33804
8427,753
8428,7074
8428,7210
8428,27930
8428,22685
8428,27837
8428,2410
8428,35683
8428,16379
8428,25069
8428,10136
8428,11288
8429,17219
8429,26376
8429,14941
8429,35121
8429,4362
8429,12801
8429,3953
8429,5737
8429,22014
8429,8144
8429,16231
8429,10787
8430,15215
8431,15497
8431,28556
8431,8144
8432,4749
8432,3087
8433,26015
8433,14774
8433,28968
8434,14941
8434,23117
8434,21478
8434,7210
8434,1733
8434,1114
8434,33989
8434,15229
8434,17265
8435,1938
8435,28834
8436,29147
8436,10747
8436,5917
8436,25986
8436,1466
8436,28458
8437,13550
8437,5444
8437,11273
8437,16682
8437,22014
8437,32396
8437,20156
8437,17708
8437,29605
8438,24339
8438,21303
8439,12642
8440,21335
8440,19461
8441,1251
8441,9263
8441,9386
8442,18592
8442,9263
8442,26890
8443,8144
8443,12347
8443,23117
8444,27935
8444,16072
8444,264
8444,29478
8444,9512
8444,33040
8444,30596
8444,29905
8444,17708
8445,27837
8445,1938
8445,30596
8445,26477
8445,10435
8446,33893
8446,1938
8446,12401
8447,28968
8448,145
8448,26226
8448,28968
8448,4362
8449,32839
8449,25324
8449,31731
8449,13112
8450,17457
8450,5645
8450,25384
8450,20380
8450,19666
8450,12185
8450,6923
8450,9263
8450,8144
8451,18286
8451,207
8451,27685
8452,35941
8452,7601
8452,18029
8452,12347
8452,31235
8452,8543
8452,9263
8452,27837
8452,35926
8453,29315
8453,28834
8453,19780
8453,22923
8454,31078
8454,32650
8454,13786
8454,27699
8454,19392
8455,27690
8456,12658
8456,7946
8456,13864
8457,4137
8457,13971
8458,23117
8459,547
8459,16216
8460,26890
8460,30596
8461,6812
8461,1584
8461,7665
8461,11686
8462,21344
8462,22891
8462,30726
8463,11002
8463,14017
8463,20340
8464,30505
8464,459
8464,17708
8464,23255
8464,3905
8465,30505
8465,12347
8465,17537
8466,27784
8466,4824
8466,1269
8466,30431
8467,1154
8467,14625
8467,16043
8467,2361
8467,3743
8467,24634
8467,12066
8467,6223
8467,16578
8467,1277
8467,10853
8467,20209
8468,35518
8469,1938
8469,459
8469,26890
8470,3000
8470,26140
8470,1843
8471,7210
8471,28968
8471,33213
8471,17967
8471,6990
8472,786
8472,12841
8472,7635
8472,14710
8472,15335
8472,31078
8472,12526
8472,14166
8472,19269
8473,33750
8473,12799
8473,20769
8473,20749
8473,32112
8473,22302
8473,23828
8473,22
8473,29605
8473,10799
8474,20113
8475,13133
8475,4792
8475,27837
8475,1667
8476,747
8476,32288
8476,14548
8476,35661
8476,12017
8477,17708
8477,34091
8478,13786
8478,2410
8479,4362
8479,1460
8479,11634
8479,32490
8480,8144
8480,12801
8480,14941
8480,9263
8481,14929
8481,10277
8481,33422
8481,12320
8481,6990
8481,17219
8482,35189
8482,20345
8482,35545
8482,8193
8483,35545
8484,15022
8484,12092
8484,12801
8484,11100
8484,25931
8484,753
8485,25931
8486,27837
8487,17265
8487,1733
8487,29605
8487,26082
8487,31907
8487,28968
8487,1983
8488,4298
8488,16990
8488,4164
8488,10377
8489,32801
8490,16189
8490,31369
8490,32197
8490,4323
8491,13971
8491,17623
8492,12123
8492,32056
8493,28864
8493,7655
8493,5998
8493,1733
8493,30505
8493,26890
8493,7210
8493,22014
8493,6923
8493,7946
8493,27690
8494,23998
8494,20568
8494,23117
8494,30505
8494,25413
8494,296
8495,31235
8495,8144
8495,33502
8495,33756
8495,17219
8496,27837
8496,6812
8497,4424
8497,17106
8497,31901
8498,16638
8498,23405
8499,17265
8499,32215
8499,33040
8499,9263
8499,23117
8500,25321
8500,35545
8500,20156
8500,32056
8500,30118
8500,8873
8500,33652
8500,17497
8500,32475
8500,15722
8500,27031
8500,24511
8500,33538
8500,35593
8500,10544
8501,26890
8501,8495
8501,18593
8501,6677
8502,21641
8503,278
8504,13037
8505,9263
8506,20780
8507,860
8507,20382
8507,25362
8507,18364
8507,10123
8507,21223
8507,34323
8507,17645
8507,9808
8507,33589
8507,31655
8508,27837
8509,25931
8509,459
8510,30505
8511,32494
8511,1286
8511,22398
8511,24303
8511,18391
8512,1005
8512,30505
8512,459
8512,21478
8512,14962
8512,18480
8512,1733
8512,28458
8513,3820
8513,5530
8513,23249
8513,19808
8513,33176
8514,18646
8514,31369
8514,6513
8514,20460
8514,8103
8514,23527
8515,30505
8515,17928
8515,19780
8515,1938
8515,24401
8516,35016
8516,34822
8516,34178
8516,18323
8516,5652
8516,18140
8516,32564
8517,22330
8517,9820
8517,16231
8517,1359
8517,5407
8517,31235
8517,26376
8517,31680
8517,22891
8517,21478
8517,26890
8517,12347
8518,28430
8518,12959
8518,2613
8518,16918
8518,28336
8518,9041
8518,33233
8519,8717
8519,26826
8519,31919
8519,9126
8519,25269
8519,4323
8519,35246
8519,22891
8519,459
8519,16189
8520,35926
8520,22891
8520,28968
8520,8144
8520,31220
8520,17967
8521,32528
8521,9186
8522,12401
8522,22491
8522,1717
8522,17143
8522,33893
8522,18086
8522,7594
8522,16216
8522,34708
8522,29819
8522,16803
8522,28472
8522,3953
8522,6541
8523,21358
8523,9263
8524,6226
8524,12748
8524,13786
8524,14265
8524,8216
8524,30079
8524,7963
8524,26099
8524,24945
8524,2410
8525,18592
8525,27837
8525,14941
8525,6923
8525,12801
8525,1733
8525,9263
8525,17265
8526,9263
8526,25339
8527,25360
8528,4312
8528,20609
8529,26422
8529,28834
8530,28458
8530,7330
8530,35077
8530,31369
8530,2268
8530,16189
8531,26187
8531,16386
8531,30113
8531,20106
8531,18085
8532,9263
8532,30118
8533,537
8533,9719
8533,13740
8533,13717
8533,7097
8534,10850
8534,28834
8535,28968
8535,17219
8535,26165
8536,6175
8536,12347
8536,1010
8536,14973
8536,27261
8536,33620
8536,16428
8536,25934
8536,33570
8536,13353
8536,15482
8536,12145
8536,16075
8536,18029
8536,7074
8536,23219
8536,27839
8536,28458
8537,21381
8537,35582
8538,31369
8538,27672
8538,32472
8538,1251
8539,16041
8539,17265
8539,1733
8539,6812
8539,23117
8539,20514
8539,28095
8540,9263
8540,27690
8541,295
8542,8490
8542,19190
8542,18237
8542,35683
8543,35926
8543,7601
8543,27837
8544,20488
8544,5407
8544,30877
8544,1154
8544,9263
8544,6812
8545,21344
8545,16189
8545,28968
8545,5645
8545,8537
8546,28968
8546,23988
8547,8144
8547,13786
8547,29627
8547,28864
8547,27837
8547,22891
8547,21478
8547,1067
8547,26890
8547,23972
8548,7210
8548,459
8548,5622
8548,8317
8548,18210
8548,21688
8549,11688
8549,17621
8549,3000
8549,33944
8549,9263
8550,2791
8550,4358
8550,1119
8550,23828
8550,30025
8550,4470
8550,28968
8550,14629
8551,27404
8551,9485
8551,34542
8551,6056
8551,19926
8552,27727
8552,9263
8552,10376
8552,184
8552,23663
8552,26380
8552,16682
8552,582
8552,21556
8552,32396
8552,20749
8552,23117
8552,16072
8552,13550
8552,7220
8552,17708
8552,17265
8552,34652
8552,459
8552,1733
8552,21478
8552,8144
8552,7210
8552,14941
8552,29095
8552,1458
8552,28834
8553,7293
8553,35096
8553,13031
8553,4653
8553,23222
8553,24099
8554,5777
8554,1641
8554,22
8554,27662
8554,23042
8554,23988
8555,12244
8555,9603
8555,10470
8555,19791
8556,34421
8556,20427
8556,31742
8556,31680
8557,1717
8557,34083
8557,753
8557,12801
8557,33893
8557,12401
8557,459
8557,9263
8558,7946
8558,24742
8558,25303
8558,30025
8558,12150
8558,29990
8558,33281
8558,1733
8558,2488
8558,16216
8558,13786
8558,23239
8558,7655
8558,27837
8558,7074
8559,30505
8559,10019
8559,12801
8559,14941
8559,12347
8560,28968
8560,23117
8560,17265
8560,6734
8560,21471
8560,7210
8560,9178
8560,27837
8560,6046
8561,5407
8561,27690
8561,7330
8561,30212
8561,23405
8562,10799
8562,18722
8562,14085
8562,8940
8563,4380
8563,8702
8563,17780
8563,18327
8563,20081
8563,1409
8563,6326
8563,18929
8563,4516
8564,11949
8565,13542
8565,31369
8565,10747
8565,17168
8565,30505
8565,33617
8566,13283
8566,18085
8566,14674
8566,35101
8566,6074
8567,25384
8567,13043
8567,9263
8568,21478
8568,31369
8568,14941
8568,30495
8568,12801
8569,31369
8569,14941
8569,2410
8569,26890
8569,35077
8570,23112
8570,2495
8570,28834
8571,33282
8572,26896
8572,26843
8572,3654
8572,21582
8572,16749
8572,28762
8572,1733
8572,31369
8572,22014
8573,31051
8574,14239
8574,11444
8574,14787
8574,34007
8575,29556
8575,32210
8576,14468
8576,7209
8576,31369
8577,22990
8577,1801
8577,23675
8577,21033
8578,23117
8578,14941
8578,1733
8579,21871
8579,17928
8579,33009
8579,12526
8579,14315
8579,3862
8579,21756
8579,18570
8579,459
8579,8216
8579,4396
8579,194
8579,26502
8579,13786
8580,32056
8581,34752
8581,7620
8581,31369
8581,30212
8582,1251
8582,31369
8583,15890
8583,27839
8584,15204
8584,1460
8584,12347
8584,26890
8585,31369
8586,27514
8586,15890
8586,26376
8586,34752
8586,22891
8587,31369
8587,21183
8587,11305
8587,22014
8587,21478
8588,1251
8588,905
8588,15890
8588,32737
8588,20885
8588,27864
8588,31369
8588,7330
8589,30856
8589,31369
8589,1251
8589,21949
8589,35603
8589,22154
8589,26416
8589,7705
8590,3153
8590,16502
8590,34284
8590,33581
8590,31039
8590,9488
8590,20340
8590,16407
8590,3361
8591,7330
8591,1733
8591,35926
8591,459
8591,9263
8591,27837
8591,2268
8591,27690
8591,30212
8591,31369
8591,1251
8591,31838
8591,21478
8591,2410
8591,6677
8591,20282
8591,12768
8591,25413
8591,28864
8591,17265
8592,33160
8592,17216
8592,17962
8592,12734
8592,11310
8592,21025
8593,23058
8593,25931
8593,35722
8593,17265
8593,28968
8593,31369
8593,14450
8594,14941
8594,29826
8594,1460
8594,2410
8594,1983
8594,31369
8595,19780
8595,17928
8595,17164
8595,14315
8595,3552
8596,8424
8596,567
8596,6840
8597,28968
8597,27842
8597,264
8598,29098
8599,26726
8599,27437
8599,27423
8599,35450
8599,33598
8599,19668
8600,25947
8600,5637
8600,19043
8600,29098
8600,20427
8601,6389
8602,31215
8602,8844
8602,31338
8602,12066
8602,18646
8603,29093
8603,12526
8603,28968
8603,12326
8604,2410
8604,6230
8604,6793
8604,22578
8604,18964
8604,5233
8604,24122
8604,22072
8604,17951
8604,1715
8604,28458
8604,23466
8604,12658
8604,20352
8604,22095
8605,11639
8605,4594
8605,8308
8605,2022
8605,35582
8606,23089
8606,23117
8606,7210
8606,28968
8606,33213
8606,26848
8606,4044
8606,2484
8606,29463
8607,12437
8607,8998
8607,35862
8608,30877
8608,27690
8608,9263
8608,4792
8608,12625
8608,6134
8609,5935
8609,459
8610,6923
8611,27280
8611,5219
8611,20629
8611,139
8611,16041
8611,35652
8611,26848
8611,35582
8611,27839
8611,30434
8611,22
8611,5917
8611,8495
8612,11901
8612,12401
8613,26890
8613,9263
8613,7601
8614,2869
8614,23152
8614,26159
8614,14771
8614,18714
8614,21313
8614,2053
8615,31462
8615,9819
8615,2410
8616,31441
8616,18593
8616,24710
8616,27727
8616,16916
8617,28385
8617,26890
8618,4792
8618,26890
8618,21517
8618,21478
8619,3953
8620,31807
8620,1196
8620,16268
8621,2775
8622,8623
8622,7330
8622,1251
8622,31369
8622,35926
8623,2551
8623,31101
8623,18832
8623,26492
8623,31938
8623,7880
8623,9048
8623,1359
8623,24129
8623,17035
8623,14477
8623,29939
8624,33162
8624,22656
8624,22371
8624,13501
8624,21030
8624,8923
8624,9095
8624,23289
8624,11284
8624,28458
8624,7653
8624,6175
8624,19742
8624,11285
8624,35904
8624,27092
8624,29972
8624,27839
8624,25005
8624,18215
8625,29938
8625,8137
8625,9647
8626,35508
8626,3245
8626,18465
8626,32311
8626,34918
8626,31369
8626,1251
8627,31369
8628,9263
8628,1140
8629,22014
8629,31369
8630,15910
8630,10184
8630,15225
8630,35527
8631,16337
8631,19420
8631,31462
8631,19498
8631,1584
8632,32215
8632,35582
8633,16482
8633,6812
8634,2484
8634,29110
8634,35926
8634,9263
8634,27837
8635,21381
8635,1251
8635,31369
8635,35926
8635,7330
8636,17819
8636,9463
8636,16336
8636,12801
8636,31101
8636,23913
8637,1251
8637,26376
8637,24742
8637,30505
8637,7441
8637,15626
8637,31404
8637,16699
8637,31369
8638,16592
8638,23998
8638,26492
8638,24129
8638,29939
8638,19684
8638,30473
8638,32386
8638,11985
8639,30434
8639,32646
8640,33502
8640,34752
8640,30212
8640,23326
8640,17265
8640,2484
8640,26551
8640,26246
8640,28864
8640,21478
8640,1733
8640,22198
8641,12347
8642,14341
8642,29098
8642,13232
8642,23602
8642,29627
8642,12713
8642,27837
8642,1017
8643,4186
8643,28096
8643,23117
8643,1154
8643,35582
8644,29463
8644,23513
8644,21811
8645,11345
8645,2268
8646,30596
8646,16072
8646,2020
8646,33739
8647,24585
8648,16231
8648,5622
8648,23117
8648,26890
8648,7601
8648,17265
8648,459
8648,27837
8648,8144
8648,14941
8648,4792
8648,1733
8648,30877
8648,21478
8649,4994
8649,28458
8649,26376
8649,35121
8649,8144
8649,13786
8650,7209
8650,1733
8650,12347
8650,26890
8651,12801
8651,21360
8651,14941
8651,1154
8652,17311
8653,9581
8653,7601
8654,23998
8654,26890
8655,28387
8656,27837
8657,32855
8657,35722
8658,23971
8658,17928
8658,459
8659,19714
8659,21514
8659,19793
8659,6990
8659,30596
8659,26477
8659,30362
8659,34200
8659,15444
8659,8466
8659,1921
8660,7330
8660,18592
