CompId,cid
221,12089
221,31369
221,5460
221,7620
221,29041
221,27837
221,24742
221,22014
222,17164
222,23972
222,7081
223,28500
223,17311
223,12150
223,28122
223,35050
223,29988
223,20551
224,4392
224,2410
225,18666
225,13585
226,8144
226,21478
226,7330
226,1154
227,10817
228,1243
228,20687
228,26376
228,9440
228,9440
229,19589
229,11026
230,12713
230,9374
230,17143
230,33893
230,33359
230,19498
230,13615
230,1421
230,29001
230,7594
230,12401
231,28856
231,19492
231,2991
231,1994
231,14713
231,16371
231,13630
231,28676
231,23832
231,12658
232,29829
233,17296
233,19793
233,29463
233,15497
233,27839
233,21344
234,11284
234,13033
234,21812
234,23289
234,28500
234,29608
234,28458
235,6677
235,28458
235,1154
235,22014
235,7946
235,2410
235,11681
236,7210
236,12401
236,18086
236,35926
236,21478
236,8144
237,30505
237,20768
237,12801
237,35926
237,6812
237,18029
237,14941
237,6923
237,23117
238,3885
238,34871
238,6488
238,26519
238,28463
238,3945
238,30199
239,28763
239,9196
239,33009
239,15549
239,12401
239,12713
240,14941
240,12801
240,28443
240,30044
240,33097
240,7353
240,2892
240,27335
240,1154
241,23988
242,33502
242,12347
242,8144
242,7210
242,12401
242,9186
242,30877
242,14941
242,23405
242,33893
242,23602
242,10747
242,4792
242,23117
242,30505
242,27837
242,9263
242,459
242,30212
242,17265
242,35926
242,15589
242,1777
242,18297
242,34162
242,27148
242,20768
242,22891
242,21478
243,2092
243,20536
243,16073
243,27132
243,12704
244,27837
245,23117
246,2879
246,7412
246,4345
246,19493
246,30286
246,1396
246,15632
247,32293
247,27837
247,12347
247,30505
248,21691
248,34476
249,23828
249,25931
249,8495
249,22
250,17273
251,2328
251,28968
252,25931
252,14941
252,23988
253,33213
253,9263
253,27837
253,8144
254,15854
254,25055
254,1201
254,28099
254,24389
254,18042
255,13370
256,9989
256,19654
256,22508
256,16090
256,34197
256,23764
256,13928
256,25533
256,3452
256,34752
256,17073
256,3953
256,5737
256,15989
257,14941
258,14537
259,4362
259,1460
259,12497
260,7601
260,12700
260,7601
260,13739
260,6279
260,20448
260,7210
260,13593
260,6812
260,30505
260,7210
261,31462
261,5412
261,26202
261,18086
261,16216
261,6798
261,1251
261,15215
261,33893
261,22112
261,5125
261,34445
261,13681
261,18803
261,12401
261,31369
261,35683
261,19941
261,10136
261,19586
261,28500
262,32490
262,1473
262,2855
262,32737
262,30374
262,1508
262,31462
262,9263
262,1251
262,5737
263,19615
263,13664
263,16776
264,12676
264,35926
264,8144
264,9049
265,27192
266,16024
267,6121
267,23081
267,18029
267,27837
268,2268
268,34752
268,12089
268,6677
268,31369
269,12632
269,12801
269,32210
269,6923
269,14941
270,16189
270,26376
270,29605
270,18593
270,24197
271,8144
271,21478
271,35926
271,6812
272,30505
272,12347
272,10747
272,25744
272,261
272,33910
272,28547
272,17459
273,24733
273,23626
273,12819
274,27341
274,35077
274,30726
274,22556
274,24742
274,33301
275,23117
275,1733
275,17265
276,2484
276,23117
276,1733
276,33213
277,23117
277,28968
278,30025
278,22346
278,18781
278,25420
278,3630
279,16407
279,16020
279,13786
279,16380
279,5521
279,23187
280,29598
280,9772
280,12401
281,1983
281,23828
281,30505
281,8144
281,6812
281,21478
281,1733
281,30212
281,26125
281,22
281,25820
281,2279
282,15589
282,1717
282,12401
282,27690
282,11686
282,31369
282,33095
282,8144
282,35926
283,9186
283,31652
283,35582
283,8759
284,17940
284,7990
284,7655
284,6981
284,1140
285,35841
285,13786
286,27284
286,1154
286,2268
287,12347
288,15589
288,34708
288,22430
288,10787
288,33893
288,12401
289,2390
290,12347
290,11454
290,30351
290,7079
291,16189
291,26566
292,27837
293,4469
293,22047
293,21597
293,22949
293,15932
294,4802
294,17034
294,17708
294,2482
294,25931
294,30596
294,8702
294,28968
295,1457
296,10817
296,1251
296,31369
297,459
297,17311
297,10220
298,7071
299,5478
299,30994
299,5837
300,23740
300,35508
300,8674
300,23922
301,30505
301,35926
301,23602
301,10851
301,27889
301,19494
301,31370
301,4706
301,2220
302,16259
303,10419
303,19780
304,35582
304,23828
305,14941
305,7210
305,23117
306,21496
306,2890
306,30152
306,3749
306,27463
306,2669
307,6046
307,35652
307,35582
307,6684
307,1269
307,29349
307,6812
307,9263
308,30820
308,10158
309,30505
309,11233
310,23117
310,7210
311,34991
311,6092
311,10544
311,3895
311,46
312,1983
312,28968
312,1733
312,17265
313,29475
313,32120
313,25351
313,1136
313,23954
313,285
313,15362
313,33287
313,32737
313,549
314,23117
314,9263
314,29627
315,5917
315,29147
315,23457
316,29938
316,17868
316,11137
316,6263
316,14836
316,20586
316,4377
316,14561
316,12208
316,15931
316,34787
317,28385
317,12347
317,27837
317,23117
317,7071
317,10435
317,31485
317,7990
318,3166
318,30505
318,18480
318,7872
318,10747
319,20012
319,1460
319,8108
320,1460
320,1584
320,27690
320,4362
321,8144
322,2410
322,26422
322,4422
322,25871
323,30434
323,10435
323,16387
323,32646
324,9263
325,9263
325,18029
325,459
325,30118
326,9263
327,15092
327,2410
327,6337
327,13786
328,17961
328,33213
328,17940
328,16396
329,3036
329,16688
329,23117
330,30726
331,14941
331,8144
331,4792
332,23117
332,24549
333,31938
333,7880
333,16959
333,28926
333,33228
333,26492
333,14833
333,4058
334,30505
334,3953
334,35926
335,18252
335,27837
335,13893
335,5646
335,6052
336,8578
336,32594
336,15960
336,31512
336,20129
336,33073
336,9095
336,35070
336,8727
337,1983
337,1733
337,17265
338,20209
339,19498
339,32097
339,28500
339,25133
339,28512
340,26692
341,4792
341,7210
342,2410
342,2484
342,16189
342,12658
342,35926
342,6136
343,7601
343,11686
343,5646
344,12801
344,3953
344,8569
344,23988
344,4403
344,33828
344,14941
345,19780
345,27690
345,6908
345,21478
345,459
345,7210
345,27837
345,30505
346,33213
347,22250
347,35441
347,12055
347,32529
347,16776
347,4449
347,14655
348,1733
348,28968
348,12801
348,8144
348,35926
348,23117
349,18119
349,33213
349,15164
350,22455
350,964
350,23117
350,24761
350,31392
350,23828
350,18929
350,8444
351,6799
351,5998
352,19816
352,13329
352,18844
352,29685
352,5384
352,25036
352,1154
352,35077
352,13232
352,13087
352,2003
352,30686
353,4939
353,26449
353,29889
354,5484
354,8870
354,23828
355,6812
355,21478
355,27837
355,7601
355,28864
355,20356
355,18029
355,31733
356,27837
356,6812
356,21478
356,1584
356,1995
356,4474
356,1555
356,7682
357,12326
357,23828
357,1733
357,14157
357,4044
358,23988
358,20979
358,19868
358,28653
359,11686
359,12801
359,23117
359,7220
359,14941
360,1460
360,31369
360,13786
361,5541
361,6910
361,29500
362,26890
362,30505
362,6812
363,27837
363,30505
363,13400
364,20113
364,5279
364,24742
364,30025
364,15890
364,23602
364,1251
364,31369
364,1097
364,27690
364,8144
364,32363
364,6812
364,3953
364,22041
364,25238
365,19621
365,9095
365,5126
365,7949
365,9192
365,18016
366,19097
366,32744
366,6525
366,11434
367,12658
367,22014
367,34138
367,16189
368,12801
368,12326
368,30596
368,9186
368,26243
368,34435
368,21478
368,22406
368,9087
368,18210
368,4323
368,4280
368,14941
368,33818
368,17219
368,33502
368,10787
369,1251
369,22891
369,26718
369,9649
369,17028
369,27837
369,22014
369,4792
369,17219
369,2410
369,7210
370,35248
370,7601
370,14930
371,10864
371,27839
371,7565
371,29316
371,8297
371,32936
371,11379
371,2878
371,2252
371,17751
371,12658
371,31690
372,2148
372,20517
372,14853
373,21134
373,34389
373,11317
373,19345
373,24840
373,27440
374,29616
374,18237
374,28018
374,26833
374,10864
374,27699
374,28642
375,14157
375,1983
376,22996
376,13222
377,23051
377,10728
377,18572
377,27984
377,25067
377,19275
377,9413
377,21225
378,31369
378,17221
378,32511
378,1983
379,14929
379,19939
380,7071
380,33301
380,9739
381,12347
381,23117
381,27837
381,27285
381,9763
381,22891
381,1983
381,8144
382,30726
382,25420
383,33893
383,11288
383,16189
383,31369
383,17940
383,22014
383,1058
383,17961
384,12320
384,30456
385,23219
385,2311
386,28048
386,21797
386,1170
386,12326
386,19880
387,12000
387,34035
387,6640
387,23223
387,12338
387,17265
387,1733
388,16548
388,7633
388,4362
388,7601
388,22563
388,23117
389,30726
389,33301
390,4792
391,27705
391,26726
391,6274
391,4729
391,10856
391,28777
392,5407
392,24129
393,9263
394,422
395,27837
395,9263
396,16939
396,25420
397,14166
397,35666
397,7601
397,28758
398,12347
399,33246
400,21344
400,23180
401,30505
401,6812
401,12347
401,6908
401,17062
401,18480
401,32708
401,28834
402,27181
403,26492
403,12801
403,35349
404,7330
404,1251
404,30212
404,21183
404,35683
404,35077
404,16953
405,33893
405,18086
406,34708
406,18086
406,33893
406,12401
407,28926
407,35926
407,13327
407,21183
407,18773
407,8623
407,17035
408,7100
409,12801
409,24129
409,29119
409,29939
409,27935
409,24239
409,1359
409,26492
409,23998
409,1031
409,15611
410,15162
410,14564
410,9186
410,17967
411,35926
411,7210
411,3259
411,28864
411,7655
411,9263
411,21478
411,11187
412,7601
412,12347
412,32687
412,34607
412,3513
412,14941
413,14811
413,5407
414,29571
414,12280
415,21478
415,28601
415,2722
416,8144
416,27837
416,23998
416,14941
416,8569
416,1359
416,27769
416,9263
417,33876
417,30505
418,32201
418,18480
418,19388
418,12662
418,27837
418,10747
418,21320
418,11777
418,11634
418,459
418,3953
418,7946
418,8144
418,27690
418,6923
418,9607
418,10817
418,19498
418,31838
418,25646
418,19618
418,7996
419,26977
419,6905
419,26980
419,28793
419,13315
419,23164
419,3020
420,15229
420,1031
421,8144
422,3604
422,24740
423,1031
424,35926
425,25931
425,23117
425,26848
425,7210
425,24938
425,29258
425,21478
426,7071
426,8144
427,33451
428,29733
428,26753
429,20282
429,22903
429,1460
429,4362
430,25599
431,17265
432,6520
432,2424
432,5395
432,27837
432,32293
432,33944
432,30505
432,3647
432,6923
432,30431
432,31485
432,26189
432,23117
433,8868
433,22347
433,21667
433,23874
434,14632
434,27727
434,7912
434,8924
434,18593
435,16037
435,12326
436,2231
436,5444
436,7620
436,18634
436,14897
436,7330
436,34896
436,28968
436,7743
436,25924
436,28519
436,24197
436,30596
437,23874
437,7810
438,30118
438,5471
438,17636
438,26950
439,15215
439,19730
439,18158
439,26792
439,14477
439,6321
439,14042
439,2741
440,26710
441,23117
441,7210
441,14941
441,4792
441,28385
441,4364
441,1983
442,192
442,1460
442,4362
442,17311
443,2268
443,12658
443,1097
443,23110
443,5428
443,12802
443,20308
443,16189
443,6359
443,25169
443,20314
443,5018
443,2003
443,6677
443,28458
443,10419
443,26718
443,5857
444,12347
444,30505
444,13786
444,12401
444,25760
445,26376
445,17311
445,2410
445,28968
445,19780
445,278
445,18105
445,27284
445,12150
446,26713
446,35926
446,31281
446,1460
446,24656
446,10398
446,23011
447,3476
447,9263
447,34474
447,12526
447,7314
447,35683
447,27017
447,5917
447,13786
447,459
447,23998
448,4362
448,34752
448,26475
448,27148
448,14161
448,1484
448,2199
449,28004
449,24511
449,10599
449,12700
449,14892
449,28834
449,30118
449,30956
449,5197
449,11785
449,3276
449,12155
449,11588
450,22421
450,31690
450,29495
450,28334
450,2959
450,25702
451,2206
451,22370
451,1378
451,28968
451,26165
452,6812
452,26890
452,12801
453,28575
453,35077
453,7210
453,23117
454,17967
454,34318
455,150
455,1733
455,5444
455,17708
455,28968
455,24033
455,2075
455,9263
455,13619
455,10293
456,18080
457,35652
457,15890
457,17940
457,1097
457,2211
457,33573
457,28758
457,2410
457,18427
458,23157
458,22357
458,4397
458,4530
459,23998
459,24129
459,33228
460,26449
461,33228
461,23998
462,16730
462,23117
462,26082
462,34188
462,12347
462,30505
462,18029
462,14941
463,13550
463,17034
463,15497
463,32330
463,13309
463,5366
463,15369
463,23495
463,23244
463,150
463,28577
464,7973
464,33976
464,4186
464,23316
464,5929
464,30441
465,15737
465,33228
465,8163
465,12098
465,24129
465,15500
466,12795
466,26890
466,1097
466,34752
467,21726
467,20109
467,30026
467,31451
467,32299
468,1140
468,26890
468,12089
468,34752
468,25820
469,17967
469,14941
469,6812
469,33944
469,6923
469,5917
470,7210
470,21478
470,27930
470,18666
470,10591
470,6947
470,1777
470,34631
470,9409
470,11449
470,14854
470,24323
470,33502
470,20337
471,21129
471,25468
471,21113
471,25341
471,2411
471,1914
471,35636
471,9095
471,18173
471,9263
471,23117
471,2662
471,459
471,12347
471,35926
472,14941
472,12801
472,27837
472,7554
473,29731
473,29968
473,6804
473,14166
473,1251
473,22014
474,14847
475,7601
475,6812
476,6954
476,12153
477,18029
478,35521
478,17126
478,6812
479,16075
479,14913
479,12055
479,35086
479,33866
479,27773
479,8495
480,23117
480,4422
480,27690
480,12347
480,32293
480,21478
480,8144
480,35926
480,459
480,9263
481,9263
482,21478
482,22
482,20113
482,23602
482,26890
482,35926
482,30212
482,18652
482,27690
482,7210
482,8144
482,4534
482,7830
483,2279
483,14941
483,23998
483,8144
483,459
483,18929
484,18531
484,12277
484,13153
484,440
484,18929
484,2279
485,2809
485,33283
486,2662
486,6812
487,7601
487,18029
487,27837
487,9263
487,459
487,6812
487,27690
488,24129
488,16932
488,14432
488,33228
488,23998
488,28290
488,10872
489,27690
489,7601
489,35926
489,31690
490,25442
490,22
490,13974
490,3704
490,10445
490,28376
491,26890
491,35926
491,10036
491,33093
491,24228
492,6316
492,27632
492,10834
492,35943
492,35107
492,32520
493,27258
494,7601
494,27839
494,28458
494,495
495,5759
496,13309
496,12747
496,11040
496,31218
497,22891
497,31049
497,15626
497,18592
497,27837
497,3259
497,8108
497,9463
497,6677
497,2199
497,1460
497,23344
497,4362
497,13327
498,27401
498,26194
499,32834
499,34408
500,1818
500,19397
500,5650
500,14503
500,21793
500,26383
500,12401
500,24024
500,19418
500,18123
501,7210
501,14941
501,23117
501,6923
501,12801
501,26611
502,15491
502,21600
503,22673
503,10643
503,5760
503,26317
504,16218
504,9801
505,31369
505,22795
505,22235
505,9436
505,7330
505,1251
506,7145
506,29998
506,18912
507,28806
507,18404
507,1737
507,2178
507,28698
507,16377
507,3859
508,31404
508,23988
508,1251
508,31369
508,7330
508,18056
509,16091
509,21760
509,24062
509,6074
509,29437
509,31998
509,35634
509,29877
509,854
509,5956
509,35943
509,10414
509,16785
510,28834
510,19380
511,6923
511,7620
511,14941
511,27837
511,8144
511,35926
511,13752
511,27690
512,26890
512,459
512,35926
513,34778
513,10620
513,3730
514,13786
514,8144
514,27837
514,30505
514,31837
515,1154
515,28864
515,22014
515,1097
515,2268
515,10419
516,18481
516,18892
517,27837
518,12700
519,30025
519,14411
519,15008
519,24807
519,5122
519,9971
519,4470
519,27346
519,5737
519,14166
519,33020
519,25048
519,12916
519,2633
519,24652
519,31378
519,5013
519,19498
519,3953
519,2785
519,16510
520,28556
520,31920
521,9263
521,15497
521,27837
521,12347
521,8144
521,18029
521,23828
521,35582
521,10969
522,24805
523,30977
523,8047
523,3533
523,5377
523,35026
523,1842
523,10338
523,3622
523,18166
523,2022
523,17937
523,29315
524,6812
525,30505
526,27837
526,23287
526,28742
526,10570
527,32823
528,28249
529,32223
530,17546
530,27837
531,4792
531,30302
531,15729
531,27653
532,35943
532,14926
532,31659
532,1221
532,15526
533,13786
533,5407
533,19498
533,1584
533,27690
533,19780
534,15309
534,23344
534,4823
534,26334
534,9463
535,10722
536,13717
536,19181
536,34191
536,28500
536,29406
537,572
537,1923
537,4128
537,6082
538,23998
538,26890
538,14941
538,8623
539,31369
539,25048
539,31711
539,17976
539,3245
539,1251
539,13786
539,19911
539,35722
539,28458
539,10864
539,20005
539,8144
539,2410
539,22014
540,20005
540,2410
540,32075
541,31116
541,27407
541,30530
541,12693
541,1084
541,3447
541,13608
541,2554
542,31793
542,8748
543,12089
543,7330
543,29147
543,7209
543,26434
543,17181
543,6677
544,9263
544,30505
544,5407
544,8623
544,16011
544,20024
544,8144
545,23117
545,15890
545,1154
545,14941
545,27837
546,4422
546,15993
546,14190
546,17085
546,6677
546,7946
546,1329
547,1251
547,7330
547,22891
547,30025
547,21183
547,1160
547,18465
547,34512
547,2195
547,31369
548,6812
549,1140
549,21478
549,22891
549,7210
549,6923
549,4792
549,14265
549,4828
550,21463
550,459
551,28834
551,7601
551,2543
551,27837
552,4357
552,8144
552,31369
552,27837
552,27690
552,19515
553,32810
553,2488
553,24742
553,32571
553,19911
553,14251
553,12803
553,9451
553,31838
553,15327
553,4823
553,31404
553,15215
553,9463
553,21487
553,22014
554,34465
554,15621
554,12801
554,6923
554,14941
555,33135
555,4647
555,25460
555,12658
555,33649
