CompId,供应商,注册资金,成立日期,所属地区,参保人数,企业类型,投资主体,上市与否
15184,泉州鲤城盈盛橡塑制品有限公司,50,23,350500,1,2,3,3
15185,杭州新松机器人自动化有限公司,20000,11,330100,124,2,3,3
15186,杭州西子船舶液压工程机械有限公司,1000,19,330100,80,2,3,3
15187,上海科储工业设备有限公司,200,20,310000,3,2,3,3
15188,江西瀚德科技有限公司,1000,8,360500,36,2,3,3
15189,葫芦岛火力速旋汽配制造有限公司,1000,15,211400,9,2,3,3
15190,广州市泛普活塞环有限公司,100,10,440100,2,2,3,3
15191,江西积裕实业有限公司,500,11,361000,32,2,3,3
15192,开平依利安达电子有限公司,39732,30,440700,797,2,2,3
15193,天信电线集团有限公司,5080,21,330300,61,2,3,3
15194,深圳通瑞光电有限公司,100,9,440300,0,2,3,3
15195,天津摩通润滑技术有限公司,101,15,120000,11,2,3,3
15196,奥新（厦门）轴承有限公司,4150,21,350200,171,2,2,3
15197,苏州蓬亿莱精密五金有限公司,50,11,320500,0,2,3,3
15198,苏州锋泉五金制品有限公司,5005,21,320500,28,2,2,3
15199,清河县联拓汽车配件有限公司,100,9,130500,0,2,3,3
15200,沧州市黄河汽车模具有限责任公司,5000,25,130900,0,2,3,3
15201,宁波费舍曼汽车部件有限公司,100,10,330200,2,2,3,3
15202,无锡斯凯快速成型技术有限公司,50,8,320200,1,2,3,3
15203,佛山嘉彰精密五金有限公司,8973,10,440600,1,2,2,3
15204,上海森耐精密机械制造有限公司,50,9,310000,13,2,3,3
15205,林州市钜峰汽车零部件有限公司,500,21,410500,0,2,3,3
15206,江苏天添铝业有限公司,2000,15,320200,0,2,3,3
15207,上海裕科工业投资（集团）有限公司,7000,20,310000,22,2,3,3
15208,郑州丰汇精密机械有限公司,200,6,410100,0,2,3,3
15209,江苏伟硕机械有限公司,1000,9,320900,0,2,3,3
15210,上海塔池机械有限公司,500,10,310000,11,2,3,3
15211,凯迈（洛阳）测控有限公司,6570,22,410300,266,2,1,3
15212,上海康巴赛特科技发展有限公司,11000,16,310000,0,2,3,3
15213,常州市纳通机械制造有限公司,50,14,320400,2,2,3,3
15214,广州万力集团有限公司,247000,20,440100,0,2,3,3
15215,宁波宝鑫汽配制造有限公司,92,17,330200,0,2,2,3
15216,厦门白马橡塑金属工业有限公司,3360,30,350200,5,2,2,3
15217,常州市金坛利云汽车电机有限公司,3000,9,320400,0,2,3,3
15218,中山市小榄镇品固五金灯具制品厂,10,9,442000,0,3,3,3
15219,上海摩拓泰汽车部件有限公司,729,16,310000,0,2,2,3
15220,浙江雷贝斯散热器有限公司,2500,15,330600,211,2,3,3
15221,靖江华盛军力汽车紧固件有限公司,100,4,321200,5,2,3,3
15222,苏州航天紧固件有限公司,1800,32,320500,154,2,3,3
15223,广州关西涂料有限公司,10725,17,440100,127,2,2,3
15224,长葛市晨旭汽车齿轮有限公司,50,21,411000,0,2,3,3
15225,沧州易通五金制品有限公司,500,7,130900,0,2,3,3
15226,安阳市大通铸造有限责任公司,58,17,410500,0,2,3,3
15227,武汉成功密封件有限公司,239,28,420100,4,2,3,3
15228,佛山市张洪鑫塑料制品有限公司,135,13,440600,5,2,3,3
15229,深圳市恒力佳机械设备有限公司,50,22,440300,0,2,3,3
15230,合肥安达数控技术有限责任公司,800,24,340100,0,2,3,3
15231,芜湖恒耀汽车零部件有限公司,2300,15,340200,60,2,2,3
15232,中基宁波集团股份有限公司,25600,24,330200,306,1,3,2
15233,宁波甬祺铝轮制造有限公司,321,20,330200,0,2,2,3
15234,无锡市长安减震器材厂,287,32,320200,0,1,3,2
15235,慈溪市英腾电器有限公司,1200,18,330200,14,2,3,3
15236,德殷能源科技（上海）有限公司,3080,13,310000,1,2,3,3
15237,佛山市能美轻合金制品有限公司,200,14,440600,3,2,3,3
15238,上海易品惠汽车配件有限公司,100,15,310000,0,2,3,3
15239,合肥亿利召远橡塑有限公司,1000,11,340100,0,2,3,3
15240,苏州苏斯拓林精密机械有限公司,50,8,320500,5,2,3,3
15241,日昌（天津）精密加工有限公司,1072,22,120000,40,2,2,3
15242,上海大众联合发展有限公司,43318,28,310000,168,2,3,3
15243,宁国市安捷金属制品有限公司,120,10,341800,27,2,3,3
15244,安徽凯宇机械制造有限公司,2000,17,340200,162,2,3,3
15245,鹤壁市润钰阁电子产品有限公司,60,5,410600,0,2,3,3
15246,北京奇跃橡塑制品有限公司,500,17,110000,68,2,3,3
15247,合肥海德数控液压设备有限公司,6000,20,340100,156,2,3,3
15248,青岛西努光电技术有限公司,50,19,370200,0,2,3,3
15249,河南锂想动力科技有限公司,2007,8,410700,0,2,3,3
15250,中国电子科技集团公司第三十六研究所,3219,33,330400,0,3,1,3
15251,绵阳华力精工机械有限公司,1000,13,510700,0,2,3,3
15252,宁波轴瓦厂,150,23,330200,51,2,3,3
15253,广州市花都全球自动变速箱有限公司,3000,22,440100,220,2,3,3
15254,上海重凯汽车配件有限公司,50,16,310000,0,2,3,3
15255,西安红旗制动厂,15,33,610100,5,3,3,3
15256,上海芝浦电子有限公司,3000,25,310000,324,2,2,3
15257,鹤壁市安邦汽车零部件有限公司,500,12,410600,6,2,3,3
15258,河南省新乡市荣泰锁业有限责任公司,50,24,410700,0,2,3,3
15259,上海东风汽车电器厂,33,29,310000,0,3,3,3
15260,十堰亚哲汽车零部件有限公司,50,8,420300,0,2,3,3
15261,四川吉地机械工业有限公司,818,19,511800,247,2,3,3
15262,蚌埠市莱特汽车配件有限公司,1000,13,340300,38,2,3,3
15263,昆山广巨精密五金有限公司,1000,9,320500,56,2,3,3
15264,泰兴市纺织器材八厂,40,30,321200,0,3,3,3
15265,北安市进发塑料制品有限责任公司,356,23,231100,0,2,3,3
15266,余姚市塑料十八厂,12180,50,330200,0,2,3,3
15267,东安蓝浦（北京）汽车部件有限公司,50,9,110000,13,2,2,3
15268,苏州星蓝纳米技术有限公司,900,6,320500,31,2,3,3
15269,淮安市盛通特种电缆有限公司,2000,14,320800,44,2,3,3
15270,温州川驰机车部件有限公司,100,19,330300,6,2,3,3
15271,瑞安市振华汽车配件有限公司,1018,34,330300,0,2,3,3
15272,宁波驱达汽车零部件制造有限公司,100,12,330200,27,2,3,3
15273,长春恩福油封有限公司,9000,30,220100,508,2,2,3
15274,南通爱特有色金属制品有限公司,50,19,320600,15,2,3,3
15275,江苏华盟模塑实业有限公司,910,16,320500,0,2,3,3
15276,南京天和模具有限公司,200,11,320100,4,2,3,3
15277,姜堰市嘉诚粉末制品有限公司,300,23,321200,0,2,3,3
15278,瑞安市帆泰机车部件有限公司,500,10,330300,19,2,3,3
15279,宁波澳芙特橡胶有限公司,568,18,330200,1,2,3,3
15280,泉州鲤城联发机械配件有限公司,500,31,350500,8,2,3,3
15281,昆山精纳检测技术有限公司,500,8,320500,6,2,3,3
15282,深圳众联能创新能源科技有限公司,3000,9,440300,0,2,3,3
15283,青岛建新齿圈有限公司,60,24,370200,0,2,3,3
15284,扬州安瑞换热器制造有限公司,120,14,321000,0,2,3,3
15285,宁波善水机械科技有限公司,1000,5,330200,0,2,3,3
15286,北京首创轮胎有限责任公司,39253,41,110000,0,2,3,3
15287,无锡市双福液压活塞杆有限公司,50,19,320200,0,2,3,3
15288,东莞市畅林电子有限公司,80,9,441900,0,2,3,3
15289,深圳市创怡丰实业有限公司,200,19,440300,0,2,3,3
15290,湖北迪峰换热器股份有限公司,15112,14,420200,513,1,3,2
15291,温州市固德标准件有限公司,488,14,330300,13,2,3,3
15292,思格汉韩（北京）材料科技有限公司,200,10,110000,2,2,3,3
15293,四川省川东汽配制造有限公司,1136,24,511700,0,2,3,3
15294,法雷特（厦门）动力系统有限公司,715,12,350200,0,2,2,3
15295,重庆盛源模具制造有限公司,300,19,500000,62,2,3,3
15296,上海盈隆工贸有限公司,60,23,310000,1,2,3,3
15297,肇庆市鸿仁金属科技有限公司,800,8,441200,58,2,3,3
15298,南京天江工贸有限公司,1000,20,320100,0,2,3,3
15299,长春博通汽车部件有限责任公司,500,20,220100,10,2,3,3
15300,法可赛（沈阳）汽车配件有限公司,3000,8,210100,8,2,2,3
15301,常州君斯特车辆部件有限公司,1000,10,320400,33,2,3,3
15302,重庆南岸区大江机械制造厂,5,24,500000,0,1,3,2
15303,高精科技（苏州）有限公司,5720,20,320500,287,2,2,3
15304,上海新松机器人自动化有限公司,200,23,310000,1,2,3,3
15305,重庆拓得精密机械有限公司,160,11,500000,0,2,3,3
15306,上海伟通文化传媒有限公司,500,7,310000,0,2,3,3
15307,上海四花高压油管合作公司,86,20,310000,0,1,3,2
15308,上海全威机油泵有限公司,100,21,310000,0,2,3,3
15309,莱州市辉腾机械有限公司,100,7,370600,0,2,3,3
15310,济南枭龙重工机械有限公司,1000,15,370100,1,2,3,3
15311,北京恩吉威科技股份有限公司,2146,18,110000,2,1,3,2
15312,厦门信和达电子有限公司,10000,22,350200,400,2,3,3
15313,盛威尔（南通）电装科技有限公司,1251,13,320600,0,2,2,3
15314,荆州市宏泰工贸有限公司,1000,21,421000,0,2,3,3
15315,温州超航机电有限公司,518,29,330300,1,2,3,3
15316,河北蓝天汽车消声器有限公司,1070,20,130900,0,2,3,3
15317,迈进精密部件（常州）有限公司,1751,9,320400,65,2,2,3
15318,乐清市长河电子有限公司,10,16,330300,4,2,3,3
15319,北京经天精密铸造有限公司,895,22,110000,0,2,3,3
15320,扬州市邗江通源机械厂,40,21,321000,2,3,3,3
15321,天津市中环三峰电子有限公司,500,24,120000,0,2,3,3
15322,廊坊动益汽车配件有限公司,1000,12,131000,73,2,3,3
15323,镇江市宇鹏车业有限公司,1080,20,321100,15,2,3,3
15324,珠海市盛铭工贸企业有限公司,560,21,440400,52,2,3,3
15325,玉环良环机械有限公司,20,15,331000,21,2,3,3
15326,温州超华铜业有限公司,900,25,330300,0,2,3,3
15327,巢湖瑞昌电气系统有限公司,1000,11,340100,193,2,3,3
15328,昆山锦承电子有限公司,22744,19,320500,89,2,2,3
15329,宁波市鄞州永泰车辆配件厂,20,16,330200,5,3,3,3
15330,山东顺达机械有限公司,1000,21,371100,0,2,3,3
15331,无锡格莱德科技有限公司,3989,13,320200,14,2,2,3
15332,宁波正达机电有限公司,1158,32,330200,0,2,2,3
15333,云南金马机械总厂,1486,34,530100,0,2,3,3
15334,台州法雷奥温岭汽车零部件有限公司,8700,28,331000,400,2,2,3
15335,广州市领邦机电科技有限公司,100,11,440100,1,2,3,3
15336,宁波葆尔新材料有限公司,1000,11,330200,17,2,3,3
15337,上海均特汽车系统科技有限公司,300,9,310000,4,2,3,3
15338,湖北百利登科技股份有限公司,1000,11,421100,0,1,3,2
15339,枣阳神龙摩擦材料有限公司,100,19,420600,0,2,3,3
15340,台州嘉昌轴承有限公司,10,0,331000,0,2,3,3
15341,日电产（上海）国际贸易有限公司,143,19,310000,107,2,2,3
15342,深圳市精臻达实业有限公司,100,21,440300,9,2,3,3
15343,广州市南方光源高能蓄电池有限公司,894,21,440100,1,2,2,3
15344,福州东荫金属工业有限公司,3217,26,350100,34,2,2,3
15345,余姚市泰恒钢管制造有限公司,1600,28,330200,1,2,3,3
15346,常州五叶粉末冶金有限公司,50,38,320400,12,2,3,3
15347,湖北东峻工贸有限公司,9000,21,420100,101,2,3,3
15348,东莞市博诺科精密五金有限公司,100,8,441900,0,2,3,3
15349,中山市业强锻造有限公司,100,9,442000,10,2,3,3
15350,先端精密金属制品（深圳）有限公司,9016,22,440300,0,2,2,3
15351,重庆市工道科技有限公司,200,19,500000,0,2,3,3
15352,济南润友模塑有限公司,2000,15,370100,14,2,3,3
15353,清河县前丁汽车摩托车钢索厂,29,22,130500,2,3,3,3
15354,上海迅佳包装制品有限公司,50,10,310000,2,2,3,3
15355,台州市国蒙汽车塑料零部件有限公司,108,27,331000,0,2,3,3
15356,中利特（天津）智能科技有限公司,1000,5,120000,11,2,3,3
15357,青岛精锐达自动化设备有限公司,1200,8,370200,0,2,3,3
15358,佛山市贝特利汽车用品有限公司,100,14,440600,1,2,3,3
15359,杭州余杭中联内燃机配件制造有限公司,508,21,330100,2,2,3,3
15360,青岛中昊橡塑制品有限公司,200,12,370200,2,2,3,3
15361,梧州住电汽车线束有限公司,3000,10,450400,140,2,2,3
15362,深圳市协恒达电子有限公司,1000,16,440300,0,2,3,3
15363,东莞市酷问模具技术有限公司,100,6,441900,17,2,3,3
15364,东睦（天津）粉末冶金有限公司,15200,18,120000,160,2,2,3
15365,青岛德瑞金五金制品有限公司,160,11,370200,26,2,3,3
15366,四川起光汽车配件有限公司,9917,8,512000,59,2,3,3
15367,武汉艾帕克汽车配件有限公司,10725,17,420100,566,2,2,3
15368,宁海县海裕铝业有限公司,1123,24,330200,0,2,3,3
15369,成都鹏顺汽车配件有限公司,650,18,510100,60,2,3,3
15370,扬州赛普润橡塑有限公司,50,6,321000,31,2,3,3
15371,嘉善恒动轴承有限公司,50,16,330400,10,2,3,3
15372,沈阳紫微机电设备有限公司,1000,21,210100,31,2,3,3
15373,苏州厚载机械科技有限公司,600,12,320500,33,2,3,3
15374,上海滔泽智能科技有限公司,300,17,310000,20,2,3,3
15375,肇庆市科杰自动化工程有限公司,50,21,441200,0,2,3,3
15376,南京依维柯汽车有限公司变速箱分公司,8500,25,320100,0,3,3,3
15377,安费诺（常州）电子有限公司,1144,12,320400,356,2,2,3
15378,杭州美伦信号技术有限公司,1000,22,330100,0,2,3,3
15379,上海新光化工有限公司,1000,15,310000,24,2,3,3
15380,锦州万得弹簧有限公司,50,22,210700,0,2,3,3
15381,合肥鑫科机械有限公司,200,19,340100,0,2,3,3
15382,瑞安市东瓯标准件厂,88,37,330300,14,1,3,2
15383,常州大欧精密制造有限公司,800,5,320400,3,2,3,3
15384,青岛联科工贸有限公司,1600,20,370200,0,2,3,3
15385,济南易恒技术有限公司,5000,26,370100,197,2,3,3
15386,苏州纳格检测科技有限公司,1000,6,320500,24,2,3,3
15387,胡默尔连接器系统（上海）有限公司,1999,23,310000,48,2,2,3
15388,江西汇尔油泵油嘴有限公司,1800,20,360400,415,2,3,3
15389,凌源鸿发曲轴制造有限公司,1135,22,211300,0,2,3,3
15390,广东何氏协力机械制造股份有限公司,4414,20,440600,144,1,3,2
15391,雅安小航电器有限责任公司,579,17,511800,113,2,3,3
15392,镇江福恩达光电有限公司,60,12,321100,18,2,3,3
15393,丹阳市华祥汽配有限公司,998,26,321100,7,2,3,3
15394,安美科技股份有限公司,8214,19,441900,454,1,3,2
15395,上海九恩动力技术有限公司,200,8,310000,3,2,3,3
15396,翱缇工业零部件（上海）有限公司,1000,11,310000,40,2,2,3
15397,苏州市广硕精密机械有限公司,200,12,320500,0,2,3,3
15398,大连远东企业集团精锻有限公司,260,27,210200,1,2,3,3
15399,广西玉林新纪元机械有限责任公司,250,21,450900,0,2,3,3
15400,无锡齐耀华东隔振科技有限公司,600,9,320200,35,2,3,3
15401,宁波市北仑博威汽车配件厂,40,15,330200,0,3,3,3
15402,宁波扬帆硅橡胶制品有限公司,150,22,330200,0,2,3,3
15403,宁波宇润电器有限公司,147,19,330200,26,2,3,3
15404,浙江富冈机床有限公司,1000,7,331100,68,2,3,3
15405,苏州首镭激光科技有限公司,2000,8,320500,49,2,3,3
15406,福来登输送系统（长春）有限公司,120,18,220100,14,2,2,3
15407,上海大亚科技有限公司,16500,21,310000,0,2,3,3
15408,潮州市伟辉汽车零件制造有限公司,328,23,445100,0,2,3,3
15409,邢台市昌耐密封件有限公司,50,7,130500,2,2,3,3
15410,昶力管业（上海）有限公司,200,9,310000,5,2,3,3
15411,哈尔滨哈超精密轴承有限责任公司,150,12,230100,4,2,3,3
15412,温州市杰利汽配有限公司,50,18,330300,2,2,3,3
15413,上海凌田精密模塑有限公司,800,12,310000,32,2,3,3
15414,广州市杰泰五金有限公司,1000,21,440100,15,2,3,3
15415,无锡格联金属材料有限公司,100,7,320200,0,2,3,3
15416,定远县远方精密铸造有限公司,500,12,341100,0,2,3,3
15417,宝捷（上海）精密机电模具有限公司,5720,23,310000,8,2,2,3
15418,余姚市丽冰电器有限公司,58,21,330200,11,2,3,3
15419,广州源河汽配实业有限公司,100,10,440100,12,2,3,3
15420,宁国市众信达密封件有限公司,50,8,341800,20,2,3,3
15421,玉环金正塑胶厂,30,16,331000,0,3,3,3
15422,上海威肯机电工程有限公司,100,16,310000,2,2,3,3
15423,天津精诚机床股份有限公司,4000,18,120000,75,1,3,2
15424,北京柯默森机械设备有限公司,500,12,110000,23,2,3,3
15425,北钢联（北京）重工科技有限公司,5000,15,110000,1,2,3,3
15426,淄博明泰电器科技有限公司,10000,17,370300,0,2,3,3
15427,泰兴市江虹汽车零部件有限公司,50,16,321200,0,2,3,3
15428,十堰欣亿翔汽车零部件有限公司,10,15,420300,0,2,3,3
15429,冀州正通金属铸造有限公司,1000,8,131100,0,2,3,3
15430,伊通满族自治县车身部件厂,6000,28,220300,0,1,3,2
15431,汝州市全兴液压机械厂,1,15,410400,0,3,3,3
15432,河北冀雅电子有限公司,31130,17,130100,293,2,3,3
15433,诺贝特空调（盐城）有限公司,500,16,320900,35,2,3,3
15434,盟诺机械（上海）有限公司,1787,13,310000,91,2,2,3
15435,佛山市南海和信福莱克思金属制品有限公司,68,17,440600,215,2,3,3
15436,中国航空工业标准件制造有限责任公司,34499,24,520100,1243,2,3,3
15437,常州雨田纳米新材料有限公司,100,6,320400,0,2,3,3
15438,无锡驰瑞不锈钢有限公司,100,9,320200,0,2,3,3
15439,烟台名岳模塑有限公司,3000,21,370600,181,2,3,3
15440,天津岱工汽车座椅有限公司,1457,19,120000,1,2,3,3
15441,合肥智亨化工有限公司,1200,15,340100,64,2,2,3
15442,保定兆龙通用电器塑业有限公司,500,19,130600,188,2,3,3
15443,上海兰盈智能科技有限公司,2000,11,310000,11,2,3,3
15444,佛山安捷信息科技有限公司,200,7,440600,0,2,3,3
15445,武汉法利莱切焊系统工程有限公司,9800,18,420100,673,2,2,3
15446,马策电气科技（上海）有限公司,500,9,310000,0,2,3,3
15447,兰特克（上海）贸易有限公司,71,15,310000,19,2,2,3
15448,上海玛蒙工业设备有限公司,300,14,310000,1,2,3,3
15449,廊坊三议合滤清器有限公司,318,22,131000,81,2,3,3
15450,山东省东明县正信减震器有限公司,50,18,371700,0,2,3,3
15451,中山市三乡镇权龙汽车五金配件厂,10,9,442000,5,3,3,3
15452,三角集团有限公司,46880,25,371000,183,2,3,3
15453,河间市华存汽车配件有限公司,200,9,130900,8,2,3,3
15454,西隆电子科技（昆山）有限公司,700,6,320500,3,2,3,3
15455,荃华（福建）电子科技有限公司,11082,18,350500,244,2,2,3
15456,老河口市三翔汽车电器有限公司,50,13,420600,0,2,3,3
15457,常州市武进华光电机有限公司,350,30,320400,5,2,3,3
15458,邢台澳松岭橡胶密封件厂,20,9,130500,0,3,3,3
15459,深圳市鸿盛远科技有限公司,50,8,440300,0,2,3,3
15460,台州烨晟机械有限公司,1000,12,331000,0,2,3,3
15461,东莞市君成达克罗金属制品有限公司,150,9,441900,20,2,3,3
15462,贵州遵义驰宇精密机电制造有限公司,5000,10,520300,67,2,3,3
15463,上海亚德林有色金属有限公司,15000,28,310000,15,2,3,3
15464,太仓冠联高分子材料有限公司,11703,15,320500,506,1,3,2
15465,上海冠汉汽车配件有限公司,50,7,310000,0,2,3,3
15466,常州市俊丰兰天车业有限公司,50,24,320400,0,2,3,3
15467,济南明顺自动化设备有限公司,501,7,370100,5,2,3,3
15468,广州欧尼克焊接科技有限公司,1600,10,440100,52,2,3,3
15469,东莞英达士声学设备有限公司,2145,14,441900,57,2,2,3
15470,十堰市汽车缸套厂,794,32,420300,0,3,1,3
15471,中国重汽集团柳州运力专用汽车有限公司,10300,33,450200,361,2,3,3
15472,盐城启盛汽车配件有限公司,1000,6,320900,0,2,3,3
15473,昆山百德利电子有限公司,2581,16,320500,61,2,3,3
15474,上海意力寰宇电路世界有限公司,2180,23,310000,315,2,2,3
15475,温州天虎紧固件有限公司,50,22,330300,2,2,3,3
15476,苏州凯富精密模具有限公司,6077,17,320500,251,2,2,3
15477,镇江市德祥机械有限公司,50,17,321100,0,2,3,3
15478,南皮县仁达电讯配件厂,230,22,130900,0,3,3,3
15479,深圳市科弘精密五金有限公司,50,10,440300,0,2,3,3
15480,上海洋杰汽车配件有限公司,1109,24,310000,349,2,3,3
15481,芜湖华翔汽配轴套有限公司,500,13,340200,0,2,3,3
15482,常州市鹏源塑业有限公司,100,21,320400,2,2,3,3
15483,上海贺林斯顿机电设备有限公司,50,18,310000,0,2,3,3
15484,上海鲁兹贸易有限公司,715,13,310000,47,2,2,3
15485,四川省成达动力机械有限责任公司,262,18,511700,0,2,3,3
15486,重庆佳通轮胎有限公司,12012,20,500000,21,2,2,3
15487,济南汇九汽车桥箱有限公司,50,14,370100,11,2,3,3
15488,广东兴泽尔新能源科技有限公司,3000,5,440600,1,2,3,3
15489,常州浩全电气科技有限公司,1000,7,320400,54,2,3,3
15490,厦门金联科进出口有限公司,5600,17,350900,0,2,3,3
15491,南京高达管业科技有限公司,1000,11,320100,28,2,3,3
15492,温州市新光机车部件有限公司,300,23,330300,14,2,3,3
15493,江苏省宿迁市方圆机械有限公司,72,33,321300,0,2,3,3
15494,北京韩太汽车部件有限公司,3289,15,110000,75,2,2,3
15495,东华汽车实业有限公司,108320,22,320100,157,2,3,3
15496,恒巨铝业（白山）有限公司,5000,16,220600,0,2,3,3
15497,天津勤美达工业有限公司,21450,30,120000,0,2,2,3
15498,日照龙腾橡塑有限公司,260,10,371100,0,2,3,3
15499,江阴市达安汽车零部件有限公司,500,12,320200,1,2,3,3
15500,常州俊波车镜制造有限公司,105,39,320400,0,2,3,3
15501,上海三智汽配实业有限公司,1000,25,310000,107,2,3,3
15502,上海田渡浜五金仪器厂,50,26,310000,29,3,3,3
15503,上海英华检测科技有限公司,300,15,310000,3,2,3,3
15504,速亚动力总成零部件（大连）有限公司,7350,11,210200,231,2,2,3
15505,滁州宏泰汽配有限公司,58,9,341100,0,2,3,3
15506,深圳市吉胜达电子有限公司,50,18,440300,0,2,3,3
15507,上海苑宇电线电缆制造有限公司,1000,14,310000,0,2,3,3
15508,宁波市鄞州富森电器有限公司,50,17,330200,2,2,3,3
15509,威全传动系统贸易（上海）有限公司,700,11,310000,23,2,3,3
15510,重庆长江电工（集团）有限公司,1145,40,500000,0,2,1,3
15511,红安益安谊精密模具有限公司,10,5,421100,0,2,3,3
15512,合肥永科机电有限公司,1050,11,340100,24,2,3,3
15513,成都航天航西精密机械厂,666,19,510100,54,3,3,3
15514,远轻铝业（中国）有限公司,19305,30,320500,1051,2,2,3
15515,天津克林凯汽车部件有限公司,92,18,120000,1,2,2,3
15516,成都诗蒂尔汽车饰品有限公司,200,11,510100,0,2,3,3
15517,瑞安市力盾车业部件有限公司,50,10,330300,7,2,3,3
15518,苏州隆鑫包装科技有限公司,2000,9,320500,0,2,3,3
15519,廊坊远祥汽车配件有限公司,100,17,131000,17,2,3,3
15520,好利旺机械（上海）有限公司,3575,22,310000,70,2,2,3
15521,成都红光机械制造有限公司,80,27,510100,0,2,3,3
15522,玉林市振来铸造有限公司,800,22,450900,83,2,3,3
15523,成都西马汽配制造有限责任公司,300,22,510100,102,2,3,3
15524,欧普照明股份有限公司,75421,14,310000,503,1,3,1
15525,山东三禛电器装配有限公司,13585,6,371700,0,2,2,3
15526,瑞安市百信机车部件有限公司,20,14,330300,0,2,3,3
15527,三协亚泰（天津）国际贸易有限公司,321,19,120000,21,2,2,3
15528,太仓新宝谊钢管制造有限公司,47120,14,320500,0,2,3,3
15529,广东松峰股份有限公司,12120,13,441800,761,1,3,2
15530,山东慧达汽车部件有限公司,3000,17,370100,238,2,3,3
15531,仁仁电机有限公司,1150,30,320500,10,2,3,3
15532,武义启来汽车部件制造有限公司,50,15,330700,0,2,3,3
15533,浙江金业机械有限公司,790,15,331000,0,2,3,3
15534,常州市雅柏车辆配件有限公司,500,7,320400,0,2,3,3
15535,北京奥托立夫汽车安全系统有限公司,2860,16,110000,0,2,2,3
15536,江苏东旭科技有限公司,1000,26,320600,9,2,3,3
15537,武汉平田橡塑制品有限公司,1000,5,420100,141,2,2,3
15538,宁波明州汽车塑料件有限责任公司,158,42,330200,2,2,3,3
15539,无锡恒暖科技有限公司,200,13,320200,1,2,3,3
15540,上海德珂斯机械自动化技术有限公司,147,19,310000,99,2,2,3
15541,江苏天元智能装备股份有限公司,16073,33,320400,469,1,3,2
15542,安徽吉斯通自动化装备有限公司,2071,11,340100,9,2,3,3
15543,北京景驰科技有限公司,1000,5,110000,0,2,3,3
15544,宁波中汇机械有限公司,150,21,330200,17,2,3,3
15545,浙江精湛化油器有限公司,1000,20,330300,274,2,3,3
15546,上汽依维柯红岩车桥有限公司,17000,9,500000,0,2,3,3
15547,上海弘沛电子有限公司,500,14,310000,5,2,3,3
15548,上海斐讯数据通信技术有限公司,45955,14,310000,27,2,3,3
15549,瑞安市正中电机有限公司,100,25,330300,0,2,3,3
15550,十堰荣爵工贸有限公司,50,13,420300,6,2,3,3
15551,成都起东科技发展有限公司,500,21,510100,14,2,3,3
15552,东莞竹田金属制品有限公司,1200,12,441900,6,2,2,3
15553,高邮市正太塑料制品厂,40,19,321000,18,3,3,3
15554,南皮县东金电子配件厂,8,20,130900,0,3,3,3
15555,昆山健新金属制品有限公司,1072,21,320500,35,2,2,3
15556,常州市智达粉末冶金有限公司,50,18,320400,0,2,3,3
15557,河北富澳毛毡有限公司,300,5,130500,4,2,3,3
15558,江苏祯和祥新材料科技有限公司,5000,8,320400,1,2,3,3
15559,咸阳乾通橡塑有限公司,200,7,610400,0,2,3,3
15560,宁波市镇海区九龙湖创鑫汽车零部件厂,10,9,330200,6,3,3,3
15561,上海申强塑料五金有限公司,357,27,310000,1,2,2,3
15562,江苏高精机电装备有限公司,1580,20,320900,180,2,3,3
15563,沈丘永达高频设备有限公司,500,22,411600,6,2,3,3
15564,上海肯铎自动化设备有限公司,500,9,310000,0,2,3,3
15565,绵阳天泰机械有限公司,300,11,510700,3,2,3,3
15566,常州常杰添发机械制造有限公司,880,21,320400,0,2,3,3
15567,富华铝业（昆山）有限公司,5720,20,320500,2,2,2,3
15568,天津三星ＬＥＤ有限公司,57200,13,120000,620,2,2,3
15569,合兴集团汽车电子（太仓）有限公司,20000,8,320500,396,2,3,3
15570,胡连电子（南京）有限公司,6077,18,320100,588,2,2,3
15571,德清东胜电子有限公司,3917,17,330500,112,2,3,3
15572,龙江龙汽配紧固件制造股份有限公司,28000,17,421000,7,1,3,2
15573,南京三环忠义汽车零部件制造有限公司,150,22,320100,0,2,3,3
15574,深圳市浩丰科技股份有限公司,5040,19,440300,0,1,3,2
15575,联钢紧固系统（上海）有限公司,9295,20,310000,0,2,2,3
15576,宜兴市德胜铝镁合金有限公司,2000,15,320200,25,2,3,3
15577,宁波市姚吉冲压件有限公司,380,29,330200,0,2,3,3
15578,苏州玖思利新材料有限公司,1500,5,320500,30,2,3,3
15579,爱信（无锡）车身零部件有限公司,3575,11,320200,1478,2,2,3
15580,江苏东兴汽车饰件有限公司,1000,22,321100,34,2,3,3
15581,济南中正金码科技有限公司,7000,19,370100,176,2,3,3
15582,上海未高科技有限公司,1200,6,310000,27,2,3,3
15583,上海沪格电器联合发展有限公司,1000,28,310000,50,2,3,3
15584,重庆平安滤清器有限公司,50,21,500000,3,2,3,3
15585,无锡绿色动力机械工程有限公司,55,20,320200,0,2,3,3
15586,常州舒安车辆有限公司,200,17,320400,8,2,3,3
15587,成都茂腾卡姆汽车部件有限公司,1000,6,510100,24,2,3,3
15588,芜湖汇丰机械工业有限公司,1080,16,340200,10,2,3,3
15589,菲特尔莫古（重庆）摩擦材料有限公司,50050,11,500000,279,2,2,3
15590,苏州广型精密机械有限公司,300,11,320500,0,2,3,3
