CompId,供应商,注册资金,成立日期,所属地区,参保人数,企业类型,投资主体,上市与否
6953,南方天合底盘系统有限公司,13904,17,500000,454,2,2,3
6954,凯毅德汽车系统（常熟）有限公司,22880,14,320500,507,2,2,3
6955,浙江大众齿轮有限公司,4455,14,330700,143,2,3,3
6956,四川南部县聚力机械有限公司,1800,17,511300,83,2,3,3
6957,泰州市港城齿轮有限公司,80,21,321200,6,2,3,3
6958,茨埃威尔（天津）变速器技术有限公司,13965,8,120000,314,2,2,3
6959,上海钱辉压铸实业有限公司,118,27,310000,40,2,3,3
6960,葫芦岛启程德瑞新型建材科技有限公司,3500,12,211400,1,2,3,3
6961,浙江中旭汽车配件有限公司,1000,7,330400,107,2,3,3
6962,上海闽兴包装材料有限公司,1100,16,310000,10,2,3,3
6963,南通三鑫车灯配件有限公司,958,19,320600,87,2,2,3
6964,上海徕木电子股份有限公司,32831,19,310000,687,1,3,1
6965,重庆新高远实业有限公司,1000,20,500000,30,2,3,3
6966,迅达汽车工业股份有限公司,1600,30,330300,0,2,3,3
6967,东莞市励基实业有限公司,625,4,441900,10,2,3,3
6968,苏州市和好塑业有限公司,12800,15,320500,407,2,3,3
6969,重庆豪能兴富同步器有限公司,17000,10,500000,284,2,3,3
6970,天津潜宇塑胶制品有限公司,50,13,120000,0,2,3,3
6971,无锡阿路米科技有限公司,1000,17,320200,31,2,3,3
6972,迁安市津唐球墨铸管有限公司,61000,19,130200,1,2,3,3
6973,温州市建达电子有限公司,500,20,330300,12,2,3,3
6974,新谛（苏州）电子有限公司,1787,18,320500,5,2,2,3
6975,上海立合塑料制品有限公司,50,16,310000,6,2,3,3
6976,东莞康佳模具塑胶有限公司,1000,19,441900,290,2,2,3
6977,太仓意欣智能科技有限公司,11000,23,320500,220,2,3,3
6978,一汽富维本特勒汽车零部件（天津）有限公司,12000,4,120000,187,2,2,3
6979,江苏吉厚智能制造有限公司,1500,7,320500,3,2,3,3
6980,吴江科杰电子有限公司,1000,13,320500,55,2,3,3
6981,山东里可涂装工程有限公司,1300,4,371500,0,2,3,3
6982,浙江九隆电气有限公司,500,13,331000,0,2,3,3
6983,青岛英镇精工有限公司,1308,18,370200,100,2,2,3
6984,铁岭市精诚橡塑制品有限公司,50,14,211200,2,2,3,3
6985,锦州华一精工有限公司,3000,12,210700,98,2,3,3
6986,保定诺博汽车装饰件有限公司,10000,4,130600,139,2,3,3
6987,宁波华翔汽车饰件有限公司,4600,19,330200,175,2,3,3
6988,浙江利通新能源有限公司,1500,5,330300,16,2,3,3
6989,重庆长丰新能源技术有限公司,500,12,500000,60,2,3,3
6990,惠州市欣宇科技有限公司,200,7,441300,6,2,3,3
6991,宁波泰歌工宝机电科技有限公司,370,12,330200,8,2,2,3
6992,吉晋实业（宁波）有限公司,3000,3,330200,36,2,3,3
6993,杭州友成机工有限公司,5092,21,330100,345,2,2,3
6994,大连瑞达模塑有限公司,7660,25,210200,81,2,3,3
6995,山东舜晟冲压科技股份有限公司,15000,5,370700,276,1,3,2
6996,诸城市兆丰机械有限公司,3000,22,370700,6,2,3,3
6997,山东巨环专用汽车有限公司,2800,17,370700,0,2,3,3
6998,山东诺维科轻量化装备有限公司,2500,20,370600,235,2,3,3
6999,诸城市洋晨机械制造有限公司,3000,19,370700,296,2,3,3
7000,青岛方正机械集团有限公司,2180,27,370200,70,2,3,3
7001,深圳杰伦特科技有限公司,4800,29,440300,0,2,2,3
7002,山东正泰希尔专用汽车有限公司,5008,26,370700,114,2,3,3
7003,普天新能源汽车（山东）有限公司,7428,31,370100,204,2,3,3
7004,诸城市万发机械有限公司,600,11,370700,25,2,3,3
7005,聊城市盛通车辆配件有限公司,101,9,371500,0,2,3,3
7006,山东东虹工贸有限公司,2130,17,370700,145,2,3,3
7007,浙江大龙机动车部件有限公司,500,37,330300,0,2,3,3
7008,上海环欣诺机电设备制造有限公司,160,20,310000,41,2,3,3
7009,吉达克精密金属科技（常熟）有限公司,14443,16,320500,288,2,2,3
7010,浙江童氏汽车部件股份有限公司,1000,20,331000,205,1,3,2
7011,南京丽德塑料有限责任公司,525,21,320100,3,2,3,3
7012,东莞恩斯克转向器有限公司,17946,20,441900,372,2,2,3
7013,四川迈高汽车部件有限公司,15000,9,510900,282,2,3,3
7014,湖北先驰交通装备有限公司,3498,18,420300,154,2,3,3
7015,天津千鑫有色金属制品股份有限公司,2000,14,120000,12,1,3,2
7016,湖南鹏翔星通汽车有限公司,2068,19,430100,206,2,3,3
7017,上海北特汽车零部件有限公司,1000,15,310000,0,2,3,3
7018,马可迅（南通）车轮有限公司,64350,15,320600,115,2,2,3
7019,江苏平安汽车部件有限公司,2000,20,321100,148,2,3,3
7020,山中合金（宁波）有限公司,5148,21,330200,125,2,2,3
7021,冠亿精密工业（昆山）有限公司,2152,19,320500,146,2,2,3
7022,台州路桥润达汽配有限公司,1800,19,331000,6,2,3,3
7023,北京美凯精冲科技有限公司,100,15,110000,7,2,3,3
7024,常州市铭鼎车业有限公司,300,21,320400,95,2,3,3
7025,嘉兴汉工汽车紧固件有限公司,1100,8,330400,77,2,3,3
7026,江苏捷晖电子科技有限公司,4000,3,320900,1,2,3,3
7027,沈阳亚特重型设备制造有限公司,4000,11,210100,55,2,3,3
7028,番禺得意精密电子工业有限公司,2670,29,440100,6191,2,2,3
7029,浙江富丽华铝业有限公司,6000,14,330400,329,2,3,3
7030,上海万辉汽车附件有限公司,500,23,310000,78,2,3,3
7031,东莞健晖五金塑胶制品有限公司,460,10,441900,99,2,2,3
7032,河北吉美瑞汽车零部件有限公司,300,7,130900,0,2,3,3
7033,烟台太阳金属有限公司,13484,16,370600,87,2,2,3
7034,泰康电子有限公司,10300,13,330400,222,2,3,3
7035,河北江津五金制品股份有限公司,2736,16,130900,130,1,3,2
7036,上海英汇科技发展有限公司,12000,12,310000,758,2,3,3
7037,博世华域转向系统（南京）有限公司,49273,9,320100,0,2,3,3
7038,深圳市比克电池有限公司,138633,21,440300,0,2,3,3
7039,博世汽车转向系统（济南）有限公司,18956,17,370100,231,2,2,3
7040,江西景航航空锻铸有限公司,18100,16,360200,680,2,1,3
7041,沈阳盛德汽车部件有限公司,100,12,210100,1,2,3,3
7042,广州泽尔测试技术有限公司,10000,12,440100,53,2,3,3
7043,浙江嘉兴津荣汽车部件有限公司,1000,14,330400,72,2,3,3
7044,湖北恒隆企业集团上海汽车电子研发有限公司,300,7,310000,3,2,3,3
7045,湖北万联达汽车科技股份有限公司,1000,23,420300,311,1,3,2
7046,洪程汽车零部件（上海）有限公司,1501,10,310000,111,2,2,3
7047,浙江亨达塑模股份有限公司,1118,30,331000,104,1,3,2
7048,浙江歌瑞新材料有限公司,17000,12,330800,122,2,3,3
7049,怡宝电子（昆山）有限公司,429,21,320500,93,2,2,3
7050,南京金润机油泵制造有限公司,158,22,320100,0,2,3,3
7051,杭州持正科技股份有限公司,12000,11,330100,225,1,3,2
7052,重庆华超金属有限公司,2000,17,500000,176,2,3,3
7053,南京宝圣机油泵制造有限公司,100,12,320100,4,2,3,3
7054,辽宁尚品非织造布有限公司,11761,9,211100,44,2,2,3
7055,扬中市东旭化工塑料有限公司,500,35,321100,0,2,3,3
7056,江苏兴利达齿轮有限公司,4000,22,321200,284,2,3,3
7057,吉林市鑫泰新型材料有限公司,1000,8,220200,28,2,3,3
7058,上海宝钢高新技术零部件有限公司,11000,14,310000,59,2,3,3
7059,天津新立中合金集团有限公司,22500,3,120000,170,2,3,3
7060,南京艾科泵业有限公司,200,15,320100,3,2,3,3
7061,南京拓众传动科技有限公司,200,5,320100,10,2,3,3
7062,镇江英硕精密塑胶有限公司,1000,7,321100,0,2,3,3
7063,金晖（中山）金属制造有限公司,3017,12,442000,189,2,2,3
7064,博世汽车转向系统金城（南京）有限公司,7865,21,320100,246,2,2,3
7065,重庆三友伊菲斯特机械制造有限公司,2135,5,500000,40,2,3,3
7066,上海三樱汽车管路有限公司,4590,17,310000,22,2,2,3
7067,瑞安市澳瑞汽车部件有限公司,50,15,330300,45,2,3,3
7068,温州市国鹰汽车电喷系统有限公司,166,19,330300,2,2,3,3
7069,靖江市双峰机械制造有限公司,50,17,321200,1,2,3,3
7070,苏州工业园区宏亿标准件有限公司,50,18,320500,42,2,3,3
7071,安徽瑞智金属科技有限公司,1000,4,340200,18,2,3,3
7072,浙江三特科技有限公司,1680,32,331000,74,1,3,2
7073,无锡国劲合金有限公司,500,6,320200,1,2,3,3
7074,龙口市胶东实业有限公司,200,18,370600,19,2,3,3
7075,温州博盛汽车配件有限公司,666,14,330300,48,2,3,3
7076,扬州动源车用泵业有限公司,9300,30,321000,42,2,3,3
7077,无锡市祥健四氟制品有限公司,550,23,320200,46,2,3,3
7078,江苏真鹿科技有限公司,2000,22,320900,55,2,3,3
7079,武汉恒固汽车零部件有限公司,500,8,420100,0,2,3,3
7080,北京和信汽车部件有限公司,7507,20,110000,196,2,2,3
7081,莱芜市恒越复合材料有限公司,300,12,370100,45,2,3,3
7082,北京博明基业科技有限公司,100,18,110000,5,2,3,3
7083,昆山市幸立车辆配件有限公司,1000,17,320500,52,2,3,3
7084,上海越联橡塑制品有限公司,4000,22,310000,57,2,3,3
7085,东莞长安涌永硅橡胶制品有限公司,1000,10,441900,42,2,3,3
7086,西安美泰汽车饰件有限责任公司,350,15,610100,70,2,3,3
7087,扬中市龙星高分子材料制品有限公司,1680,20,321100,0,2,3,3
7088,卡斯马汽车系统（重庆）有限公司,12155,11,500000,193,2,2,3
7089,无锡绿缘汽车零部件有限公司,500,10,320200,56,2,3,3
7090,温州市瓯海仙岩力泰油管厂,30,9,330300,1,3,3,3
7091,衡水胜通软管有限公司,300,15,131100,1,2,3,3
7092,宁波舜成橡塑科技有限公司,500,7,330200,3,2,3,3
7093,中南橡胶集团有限责任公司,20500,25,420500,208,2,3,3
7094,天津松岩铝制品有限公司,500,15,120000,40,2,3,3
7095,重庆万里新能源股份有限公司,15328,30,500000,384,1,3,1
7096,天津市永骏杰机械零部件有限公司,300,14,150200,44,2,3,3
7097,浙江精通自动控制技术有限公司,2000,13,330300,120,2,3,3
7098,孔瑞格流体控制（苏州）有限公司,1500,7,320500,15,2,2,3
7099,苏州国龙汽车零部件有限公司,200,9,320500,19,2,3,3
7100,重庆宜高塑胶有限公司,1787,12,500000,80,2,2,3
7101,华德控股集团有限公司,15000,11,330200,0,2,3,3
7102,郑州跃博汽车电器有限公司,6250,19,410100,192,2,3,3
7103,宜宾红星电子有限公司,13500,41,511500,443,2,3,3
7104,台州环琦转向器有限公司,100,26,331000,7,2,3,3
7105,玉环县金峰实业有限公司,1598,24,331000,65,2,3,3
7106,江阴燎原装备制造有限公司,3800,25,320200,189,2,3,3
7107,苏州众铄汽车零部件有限公司,4500,7,320500,120,2,3,3
7108,成都森发橡塑有限公司,1000,27,510100,27,2,3,3
7109,南方（韶关）智能网联新能源汽车试验检测中心有限公司,129905,3,440200,10,2,3,3
7110,中机精冲科技（福建）有限公司,3300,8,350400,49,2,1,3
7111,镇江乾辉氟塑有限公司,1000,4,321100,0,2,3,3
7112,国汽（北京）智能网联汽车研究院有限公司,110000,4,110000,295,2,2,3
7113,上海勇革模具科技有限公司,800,10,310000,54,2,3,3
7114,乐清市精诚汽车配件有限公司,200,15,330300,11,2,3,3
7115,中国汽车技术研究中心有限公司,100000,22,120000,340,2,1,3
7116,北京世佳博科技发展有限公司,1000,8,110000,18,2,3,3
7117,丹阳天益橡塑制品有限公司,3000,29,321100,33,2,3,3
7118,江苏晨宇车业有限公司,2000,21,321100,0,2,3,3
7119,河北君瑞科技有限公司,450,22,130100,5,2,3,3
7120,广东省燕达橡塑制品厂,900,30,440100,1,2,3,3
7121,浙江美力科技股份有限公司,17895,20,330600,589,1,3,1
7122,创远电子科技（苏州）有限公司,500,15,320500,96,2,3,3
7123,江阴市兴港铝业有限公司,2818,21,320200,144,2,3,3
7124,常州市佳乐车辆配件制造有限公司,5000,23,320400,115,2,3,3
7125,上海崴泓模塑科技有限公司,4100,11,310000,189,2,3,3
7126,东莞市众合电子有限公司,600,12,441900,48,2,3,3
7127,苏州卓益电子有限公司,100,16,320500,10,2,3,3
7128,西安西城弹簧有限公司,500,32,610100,39,2,3,3
7129,苏州创新达成塑胶模具有限公司,1000,15,320500,18,2,3,3
7130,成都市贝瑞和康基因技术股份有限公司,35460,25,510100,2,1,3,1
7131,天津又进精密部品有限公司,620,21,120000,51,2,3,3
7132,保定市德铁汽车零部件制造有限公司,1068,5,130600,35,2,3,3
7133,浙江睿峰电喷系统有限公司,5000,12,330300,215,2,3,3
7134,天津福乐尔科技发展有限公司,400,18,120000,16,2,3,3
7135,天津朗丰达金属制品有限公司,750,5,120000,0,2,3,3
7136,芜湖贝尔汽车部件有限公司,500,11,340200,0,2,3,3
7137,宁波诚德兴汽车饰件有限公司,110,17,330200,35,2,3,3
7138,山东济信汽车配件有限公司,1000,10,370800,104,2,3,3
7139,株洲湘火炬火花塞有限责任公司,42784,20,430200,1478,1,3,2
7140,黄岩新前盈佳金属制品厂,10,9,331000,99,3,3,3
7141,重庆渝源山汽车零配件股份有限公司,1000,18,500000,45,1,3,2
7142,江苏羽佳塑业有限公司,5000,21,320900,131,2,3,3
7143,上海坤亿精密金属成形制品有限公司,11368,14,310000,0,2,2,3
7144,卡锐汽车系统（上海）有限公司,1000,10,310000,1,2,3,3
7145,哈尔滨轴承制造有限公司,62244,15,230100,189,2,3,3
7146,山东昊安金科新材料股份有限公司,11060,12,371000,51,1,3,2
7147,杭州泰明顿摩擦材料有限公司,2431,24,330100,147,2,2,3
7148,新昌县开源汽车轴承有限公司,1178,18,330600,165,2,3,3
7149,新昌县林泉轴承有限公司,501,19,330600,97,2,3,3
7150,瑞升昌铝业（天津）有限公司,500,6,120000,5,2,3,3
7151,重庆市望达机械制造有限公司,50,19,500000,0,2,3,3
7152,洛阳东升轴承有限公司,3222,30,410300,409,2,3,3
7153,南皮县通达灯具五金冲压厂,8,18,130900,13,3,3,3
7154,四川正梁机械有限公司,1000,10,511600,126,2,3,3
7155,文安县鑫达铝压铸件有限公司,60,15,131000,0,2,3,3
7156,上海礼奥皮革制品有限公司,50,8,310000,2,2,3,3
7157,河北骏达汽车电器有限公司,100,16,130900,0,2,3,3
7158,正道汽车配件（福州）有限公司,15700,26,350100,1073,2,3,3
7159,博世华域转向系统（烟台）有限公司,43600,12,370600,452,2,2,3
7160,苏州埃尔迪菲智能机器人有限公司,214,7,320500,33,2,2,3
7161,长沙县梅花车架覆盖件厂（普通合伙）,400,30,430100,168,3,3,3
7162,重庆庆兰实业有限公司,51800,30,500000,573,2,3,3
7163,嘉兴市华杰机械有限公司,800,19,330400,27,2,3,3
7164,浙江万康机械有限公司,3500,12,330500,45,2,3,3
7165,宁波丰茂远东橡胶有限公司,6000,20,330200,818,1,3,2
7166,柳州克雷拉减振器有限公司,1280,24,450200,0,2,3,3
7167,马鞍山福亨汽车内饰有限公司,4000,10,340500,38,2,3,3
7168,天津华伟精工电子有限公司,1000,15,120000,124,2,3,3
7169,无锡晶华汽车零部件有限公司,1200,21,320200,47,2,3,3
7170,河北新华欧亚汽配集团有限公司,2880,18,130500,10,2,3,3
7171,森萨塔科技管理（上海）有限公司,1430,8,310000,153,2,2,3
7172,特耐斯鑫泰罗（镇江）粉末冶金有限公司,2931,19,321100,39,2,2,3
7173,苏州东风精冲工程有限公司,6316,23,320500,168,2,3,3
7174,南京贝奇尔机械有限公司,357,30,320100,175,2,2,3
7175,迈凯实金属技术（苏州）有限公司,1249,17,320500,36,2,2,3
7176,苏州迪飞轮交通饰件科技有限公司,500,12,320500,9,2,3,3
7177,东莞市力动机械零部件有限公司,500,9,441900,4,2,3,3
7178,三鑫重工机械有限公司,32857,14,320400,677,2,3,3
7179,昆山广振汽车部件有限公司,815,15,320500,93,2,2,3
7180,泰兴市昊月机械有限公司,50,15,321200,5,2,3,3
7181,上海精翔塑胶模具有限公司,1200,20,310000,69,2,3,3
7182,重庆株龙一山汽车配件有限公司,5000,6,500000,85,2,3,3
7183,常州大创汽车零部件有限公司,100,7,320400,0,2,3,3
7184,江阴林格科技有限公司,500,15,320200,159,2,3,3
7185,江苏合成齿轮有限公司,3000,12,321200,32,2,3,3
7186,苏州昶兴科技有限公司,8580,16,320500,55,2,2,3
7187,诸城市奥沃厢业有限公司,100,7,370700,8,2,3,3
7188,惠州市威盛工业有限公司,4565,11,441300,1,2,3,3
7189,孟州市中航汽车配件有限公司,300,8,410800,0,2,3,3
7190,四川营山五四机械有限责任公司,1000,20,511300,63,2,3,3
7191,象山天星汽配有限责任公司,3000,26,330200,139,2,3,3
7192,江苏诚易晋步汽车零部件有限公司,2000,5,321100,63,2,3,3
7193,上海孟非自动化科技有限公司,1000,8,310000,0,2,3,3
7194,浙江江工自动化设备有限公司,2180,13,331000,48,2,3,3
7195,宁波乾方汽车配件有限公司,1000,19,330200,52,2,3,3
7196,四川望锦机械有限公司,4360,19,510100,28,2,3,3
7197,四川浩物机电股份有限公司,64020,25,511000,13,1,3,1
7198,浙江益新机械股份有限公司,5000,19,331000,432,1,3,2
7199,重庆江华橡塑制造有限公司,300,27,500000,184,2,3,3
7200,重庆庆瑞汽车部件有限公司,50,20,500000,142,2,3,3
7201,苏州明强塑料有限公司,1716,21,320500,65,2,2,3
7202,广东富森汽车零部件制造有限公司,1000,7,441300,24,2,3,3
7203,重庆众赢机电设备有限公司,100,11,500000,5,2,3,3
7204,重庆江东汽车零部件有限责任公司,2000,14,500000,179,2,3,3
7205,苏州三田精密模具有限公司,2145,21,320500,163,2,2,3
7206,上海庆利机械设备有限公司,500,14,310000,7,2,3,3
7207,陆博汽车电子（曲阜）有限公司,3500,9,370800,445,2,2,3
7208,河源思比电子有限公司,15000,8,441600,586,2,3,3
7209,无锡威孚奥特凯姆精密机械有限公司,23666,17,320200,291,2,2,3
7210,布雷博（南京）制动系统有限公司,51723,21,320100,567,2,2,3
7211,泗洪县春云机械制造有限公司,600,9,321300,13,2,3,3
7212,重庆驰骋轻型汽车部件股份有限公司,5000,38,500000,430,1,3,2
7213,重庆广福科技有限公司,300,8,500000,22,2,3,3
7214,宁波建新底盘系统有限公司,5098,17,330200,311,2,3,3
7215,南方英特空调有限公司,5000,22,500000,430,2,2,3
7216,成都英利汽车部件有限公司,3342,13,510100,413,2,3,3
7217,重庆北特科技有限公司,1000,7,500000,113,2,3,3
7218,四川宁江山川机械有限责任公司,29992,16,510100,890,2,3,3
7219,无锡诺飞高新技术有限公司,2580,12,320200,110,2,3,3
7220,东阳（博罗）电子有限公司,20377,29,441300,632,2,2,3
7221,昆山信杰汽车部件有限公司,7200,13,320500,197,2,3,3
7222,江苏九子车辆部件有限公司,1000,6,320400,6,2,3,3
7223,江苏北人机器人系统股份有限公司,11771,10,320500,566,1,3,1
7224,江苏海鹰汽车部件有限公司,1500,19,321100,26,2,3,3
7225,安德佳（福建）铝饰科技有限公司,5755,8,350100,330,2,2,3
7226,东风友联（十堰）汽车饰件有限公司,2724,20,420300,48,2,3,3
7227,湖北泓盈传感技术有限公司,1972,17,420100,64,2,2,3
7228,浙江卧加科技有限公司,1000,15,331000,211,2,3,3
7229,安徽金诚天骏汽车零部件制造有限公司,660,15,340100,56,2,2,3
7230,长亨汽车饰件（合肥）有限公司,6506,16,340100,50,2,2,3
7231,东莞利富高塑料制品有限公司,6900,20,441900,472,2,2,3
7232,厚成精工汽车部件（苏州）有限公司,1787,18,320500,48,2,2,3
7233,重庆御捷汽车部件有限公司,600,16,500000,109,2,3,3
7234,成都劲驰汽车销售服务有限公司,1500,12,510100,103,2,3,3
7235,苏州凯维特汽车部件有限公司,1000,6,320500,16,2,3,3
7236,杭州恩斯克汽车零部件有限公司,36751,14,330100,795,2,2,3
7237,芜湖名阳机械制造有限公司,500,9,340200,0,2,3,3
7238,厦门侨隆汽车零部件有限公司,380,10,350200,10,2,3,3
7239,福建省华银铝业有限公司,7088,29,350700,189,2,3,3
7240,上海汇大机械技术发展有限公司,400,14,310000,1,2,3,3
7241,和仁宝利得（北京）塑胶有限公司,1951,18,110000,148,2,2,3
7242,深圳市云图控制系统有限公司,1000,10,440300,0,2,3,3
7243,北京红四海科技有限公司,50,12,110000,1,2,3,3
7244,福建省南平铝业股份有限公司,102869,21,350700,1822,1,3,2
7245,山东凯帝斯工业系统有限公司,1100,9,371400,41,2,3,3
7246,无锡松冈科技有限公司,55,17,320200,2,2,3,3
7247,重庆松芝汽车空调有限公司,17500,15,500000,200,2,2,3
7248,日电产东测（上海）国际贸易有限公司,143,20,310000,19,2,2,3
7249,安徽盛达前亮铝业有限公司,5500,14,340500,408,2,3,3
7250,台州恒丰汽车零部件有限公司,699,42,331000,7,2,3,3
7251,江苏珀然股份有限公司,25280,5,320300,335,1,3,2
7252,浙江锦恒金属制品有限公司,1500,7,330400,12,2,3,3
7253,南通加隆塑胶有限公司,1258,25,320600,33,2,2,3
7254,无锡三鑫压铸有限公司,858,19,320200,179,2,3,3
7255,宁波舜江汽车部件制造有限公司,400,24,330200,318,2,3,3
7256,大悍（天津）汽车零部件有限公司,9000,12,120000,204,2,3,3
7257,武汉马斯特汽车零部件有限公司,1000,8,420100,53,2,3,3
7258,嘉善创辉塑料制品厂（普通合伙）,30,14,330400,10,3,3,3
7259,安徽希平塑胶科技有限公司,500,5,340200,0,2,3,3
7260,北京青鸟元芯微系统科技有限责任公司,1000,21,110000,18,2,3,3
7261,深圳可立克科技股份有限公司,47672,18,440300,0,1,2,1
7262,杭州一奥精密机械有限公司,100,2,330100,3,2,3,3
7263,常熟安通林汽车饰件有限公司,18196,17,320500,420,2,2,3
7264,河北华意车辆零部件有限公司,300,23,130500,0,2,3,3
7265,镇江弘科橡塑有限公司,1000,9,321100,0,2,3,3
7266,上海荣南科技有限公司,5311,14,310000,58,1,3,2
7267,成都宁江昭和汽车零部件有限公司,6864,26,510100,168,2,2,3
7268,河北东正机动车零部件有限公司,500,19,130500,0,2,3,3
7269,南京南条全兴汽车内饰系统有限公司,17574,12,320100,270,2,2,3
7270,宁波金鑫粉末冶金有限公司,1300,25,330200,279,2,3,3
7271,唐山市丰润区李钊庄树阁机件加工厂,10,18,130200,40,3,3,3
7272,重庆秦安机电股份有限公司,43879,27,500000,811,1,2,1
7273,龙口市冠鑫铝合金有限公司,50,9,370600,0,2,3,3
7274,重庆红旗缸盖制造有限公司,1500,24,500000,234,2,3,3
7275,宁波天科电子有限公司,220,21,330200,7,2,3,3
7276,浙江圣熠机械有限公司,500,20,331000,81,2,3,3
7277,绵阳市恒义机械制造有限公司,300,13,510700,0,2,3,3
7278,佛山市顺德区和鼎塑料制品有限公司,100,11,440600,13,2,3,3
7279,盐城裕信汽车配件有限公司,17160,9,320900,40,2,2,3
7280,东莞市大忠电子有限公司,5500,20,441900,366,2,3,3
7281,建新赵氏科技有限公司,36000,7,330200,2951,1,3,2
7282,宜兴市锋源电子科技有限公司,60,14,320200,5,2,3,3
7283,苏州恒恩新能源汽车组件有限公司,1000,6,320500,0,2,3,3
7284,杭州保佳弹簧有限公司,500,27,330100,42,2,3,3
7285,余姚市宏瑞汽车零部件有限公司,1280,10,330200,74,2,3,3
7286,苏州工业园区新欣电子科技有限公司,1000,19,320500,98,2,3,3
7287,天津市众益弹簧减震器有限公司,2000,10,120000,60,2,3,3
7288,天津市祥龙伟业模具制品有限公司,500,12,120000,0,2,3,3
7289,天津中津塑胶制品有限公司,1500,22,120000,60,2,3,3
7290,重庆长安志阳汽车电气有限责任公司,2047,23,500000,165,2,3,3
7291,河北顺驰橡塑科技有限公司,500,7,130500,0,2,3,3
7292,宁波晟利紧固件有限公司,200,4,330200,73,2,3,3
7293,普威特涂层（重庆）有限公司,872,11,320500,11,2,2,3
7294,合肥佩尔哲汽车内饰系统有限公司,500,4,340100,81,2,2,3
7295,成都隆盛富源金属制品有限公司,100,15,510100,25,2,3,3
7296,昆山盛为精密五金有限公司,800,10,320500,67,2,3,3
7297,重庆顺驰汽车配件有限公司,2000,23,500000,39,2,3,3
7298,重庆睿格汽车部件有限公司,2382,19,500000,287,2,2,3
7299,山东振挺精工活塞有限公司,10000,21,370900,2591,2,3,3
7300,乐清市辉宏汽车部件制造有限公司,203,13,330300,10,2,3,3
7301,怡星（无锡）汽车内饰件有限公司,5341,18,320200,77,2,2,3
7302,重庆霏欧纳科技有限公司,1000,4,500000,30,2,3,3
7303,华纬科技股份有限公司,9666,17,330600,513,1,3,2
7304,宁波保税区凯启精密制造有限公司,4500,6,330200,199,2,3,3
7305,涿州市巨能蓄电池有限公司,500,26,130600,21,2,3,3
7306,成都陵川特种工业有限责任公司,8690,17,510100,844,2,1,3
7307,临清市金光机械制造有限公司,1000,19,371500,219,2,3,3
7308,MANDO（重庆）汽车零部件有限公司,21450,7,500000,7,2,2,3
7309,模德模具（苏州工业园区）有限公司,429,16,320500,178,2,2,3
7310,深圳市康全达汽车电子有限公司,500,7,440300,0,2,3,3
7311,宁波环速汽配有限公司,714,8,330200,10,2,3,3
7312,寿光市泰丰铸造有限公司,500,19,370700,0,2,3,3
7313,温州长江汽车电子有限公司,7150,17,330300,6382,2,2,3
7314,重庆庆铃汽车底盘部品有限公司,4000,13,500000,165,2,3,3
7315,宁波斯坦普汽车部件有限公司,2000,5,330200,27,2,3,3
7316,陕西百皓弹簧机械有限公司,500,6,610100,16,2,3,3
7317,瑞纳智绝缘材料（苏州）有限公司,1764,19,320500,120,2,2,3
7318,重庆越畅汽车科技有限公司,1000,7,500000,0,2,3,3
7319,南通凯特汽车部件有限公司,100,12,320600,2,2,3,3
7320,诸暨市裕荣弹簧有限公司,2000,21,330600,155,2,3,3
7321,瑞安市金峰标准件制造有限公司,200,17,330300,15,2,3,3
7322,成都天兴山田车用部品有限公司,12226,26,510100,855,2,2,3
7323,瑞声声学科技（深圳）有限公司,101229,18,440300,0,2,2,3
7324,宁波南博机械配件有限公司,118,12,330200,0,2,3,3
7325,盖茨优霓塔传动系统（苏州）有限公司,37180,27,320500,854,2,2,3
7326,常州市铭诚双色模塑有限公司,350,16,320400,0,2,3,3
7327,辽宁信兴汽车零部件有限公司,4000,8,210100,28,2,3,3
7328,广东天安新材料股份有限公司,20777,22,440600,504,1,3,1
7329,东风（十堰）汽车锻钢件有限公司,800,20,420300,180,2,3,3
7330,烟台东星大韩粉末冶金有限公司,12891,17,370600,180,2,2,3
7331,重庆东方滤清器有限公司,380,25,500000,20,2,3,3
7332,和仁宝利得（重庆）塑胶有限公司,2607,6,500000,43,2,2,3
7333,诸暨市康宇弹簧有限公司,1608,23,330600,75,2,3,3
7334,潜江市东方汽车零部件有限公司,1000,22,330600,255,2,3,3
7335,安徽全柴天和机械有限公司,39931,14,341100,395,2,1,3
7336,朝阳正昊机械制造有限公司,1000,12,211300,0,2,3,3
7337,天津宝信铸造股份有限公司,5000,12,120000,298,1,3,2
7338,广州日正弹簧有限公司,19126,20,440100,458,2,2,3
7339,湖北神力锻造有限责任公司,5820,25,420300,225,2,3,3
7340,烟台大丰轴瓦有限责任公司,2000,20,370600,425,2,3,3
7341,重庆两江机械制造有限责任公司,1300,28,500000,253,2,3,3
7342,威力扬汽车光电（滁州）有限公司,4290,5,341100,62,2,2,3
7343,苏州拓普发动机零部件有限公司,100,13,320500,16,2,3,3
7344,重庆市凯仁机械制造有限公司,300,17,500000,320,2,3,3
7345,广东韶配动力机械有限公司,5000,16,440200,77,2,3,3
7346,芜湖美达机电实业有限公司,1118,15,340200,70,2,3,3
7347,林州市天骄车桥有限公司,500,15,410500,20,2,3,3
7348,临安东方滑动轴承有限公司,2000,25,330100,115,2,3,3
7349,湖北凡超汽车实业有限责任公司,3000,15,420600,160,2,3,3
7350,林州市金鼎机械有限公司,220,18,410500,0,2,3,3
